tj_id,c,1b,2b,ss,3b,of,util,sp,rp
austincox,False,False,False,False,False,False,False,False,True
jimmycrooks,True,False,False,False,False,False,True,False,False
bladetidwell,False,False,False,False,False,False,False,True,False
lyonrichardson,False,False,False,False,False,False,False,False,True
jakewoodford,False,False,False,False,False,False,False,False,True
zachbrzykcy,False,False,False,False,False,False,False,False,True
tylermattison,False,False,False,False,False,False,False,False,True
marcchurch,False,False,False,False,False,False,False,False,True
carloscortes,False,False,False,False,False,True,True,False,False
sambenschoter,False,False,False,False,False,False,False,True,True
isaiahcampbell,False,False,False,False,False,False,False,False,True
alexhoppe,False,False,False,False,False,False,False,False,True
bryanramos,False,False,False,False,True,False,True,False,False
lucasgilbreath,False,False,False,False,False,False,False,False,True
tylerzuber,False,False,False,False,False,False,False,False,True
christianroa,False,False,False,False,False,False,False,False,True
omarcruz,False,False,False,False,False,False,False,True,True
milesmikolas,False,False,False,False,False,False,False,True,False
elvinrodriguez,False,False,False,False,False,False,False,False,True
austinpope,False,False,False,False,False,False,False,False,True
dylancarlson,False,False,False,False,False,True,True,False,False
ryanrolison,False,False,False,False,False,False,False,False,True
anthonyveneziano,False,False,False,False,False,False,False,False,True
ildemarovargas,False,True,True,False,False,False,True,False,False
mitchgarver,True,False,False,False,False,False,True,False,False
cjkayfus,False,True,False,False,False,True,True,False,False
connorthomas,False,False,False,False,False,False,False,False,True
josefermin,False,False,True,False,False,False,True,False,False
beauburrows,False,False,False,False,False,False,False,False,True
jaredshuster,False,False,False,False,False,False,False,False,True
brycejarvis,False,False,False,False,False,False,False,False,True
alexverdugo,False,False,False,False,False,True,True,False,False
anthonyseigler,False,False,False,False,True,False,True,False,False
haoyulee,False,False,True,False,True,False,True,False,False
loganvanwey,False,False,False,False,False,False,False,False,True
luistorrens,True,False,False,False,False,False,True,False,False
michaelmercado,False,False,False,False,False,False,False,False,True
nickfrasso,False,False,False,False,False,False,False,True,True
nelsonrada,False,False,False,False,False,True,True,False,False
ronnyhenriquez,False,False,False,False,False,False,False,False,True
michaelarias,False,False,False,False,False,False,False,False,True
tonygonsolin,False,False,False,False,False,False,False,True,False
christiankoss,False,False,True,False,False,False,True,False,False
anthonymolina,False,False,False,False,False,False,False,False,True
seanhjelle,False,False,False,False,False,False,False,False,True
braxtonfulford,True,False,False,False,False,False,True,False,False
walkerbuehler,False,False,False,False,False,False,False,True,False
ryanritter,False,False,True,True,False,False,True,False,False
jerarencarnacion,False,False,False,False,False,True,True,False,False
andrewmccutchen,False,False,False,False,False,False,True,False,False
jaxonwiggins,False,False,False,False,False,False,False,True,False
adamottavino,False,False,False,False,False,False,False,False,True
jesustinoco,False,False,False,False,False,False,False,False,True
trevorrichards,False,False,False,False,False,False,False,False,True
kevinnewman,False,False,False,False,True,False,True,False,False
erikswanson,False,False,False,False,False,False,False,False,True
hectorneris,False,False,False,False,False,False,False,False,True
cadendana,False,False,False,False,False,False,False,True,False
joemantiply,False,False,False,False,False,False,False,False,True
cionelperez,False,False,False,False,False,False,False,False,True
taylerscott,False,False,False,False,False,False,False,False,True
aidanmiller,False,False,False,True,False,False,True,False,False
troyjohnston,False,True,False,False,False,True,True,False,False
brandonyoung,False,False,False,False,False,False,False,True,False
djlemahieu,False,False,True,False,False,False,True,False,False
jamesoutman,False,False,False,False,False,True,True,False,False
christianvazquez,True,False,False,False,False,False,True,False,False
patrickcorbin,False,False,False,False,False,False,False,True,False
dednielnunez,False,False,False,False,False,False,False,False,True
kylefreeland,False,False,False,False,False,False,False,True,False
julianmerryweather,False,False,False,False,False,False,False,False,True
leojimenez,False,False,True,False,False,False,True,False,False
jakebauers,False,True,False,False,False,True,True,False,False
chasmccormick,False,False,False,False,False,True,True,False,False
jessechavez,False,False,False,False,False,False,False,False,True
adriandelcastillo,False,False,False,False,False,False,True,False,False
randyvasquez,False,False,False,False,False,False,False,True,False
travisdarnaud,True,False,False,False,False,False,True,False,False
ryanfitzgerald,False,False,True,True,False,False,True,False,False
declancronin,False,False,False,False,False,False,False,False,True
vidalbrujan,False,False,False,False,True,False,True,False,False
haydenwesneski,False,False,False,False,False,False,False,True,False
daviddavalillo,False,False,False,False,False,False,False,True,False
johnrave,False,False,False,False,False,True,True,False,False
milesmastrobuoni,False,False,False,False,True,False,True,False,False
jamesmccann,True,False,False,False,False,False,True,False,False
joseurquidy,False,False,False,False,False,False,False,True,False
chrisstratton,False,False,False,False,False,False,False,False,True
bryceteodosio,False,False,False,False,False,True,True,False,False
nickylopez,False,False,False,False,True,False,True,False,False
joseruiz,False,False,False,False,False,False,False,False,True
garysanchez,True,False,False,False,False,False,True,False,False
connorprielipp,False,False,False,False,False,False,False,True,False
tylertolbert,False,False,False,False,False,True,True,False,False
tannermurray,False,False,True,True,True,False,True,False,False
treylipscomb,False,False,True,False,True,True,True,False,False
yohelpozo,True,False,False,False,False,False,True,False,False
jahmaijones,False,False,False,False,False,True,True,False,False
jasonalexander,False,False,False,False,False,False,False,True,False
jcescarra,True,False,False,False,False,False,True,False,False
darrenmccaughan,False,False,False,False,False,False,False,True,True
anthonydesclafani,False,False,False,False,False,False,False,False,True
lukeraley,False,True,False,False,False,True,True,False,False
zachdezenzo,False,False,False,False,False,True,True,False,False
ezequielduran,False,True,False,True,False,False,True,False,False
brendanrodgers,False,False,True,False,False,False,True,False,False
mylesstraw,False,False,False,False,False,True,True,False,False
samhaggerty,False,False,False,False,False,True,True,False,False
markcanha,False,False,False,False,False,True,True,False,False
brandonwilliamson,False,False,False,False,False,False,False,True,False
tirsoornelas,False,False,False,False,False,True,True,False,False
eliasdiaz,True,False,False,False,False,False,True,False,False
justinfoscue,False,True,True,False,False,False,True,False,False
enriquebradfieldjr,False,False,False,False,False,True,True,False,False
carlosrodriguez,False,False,False,False,False,False,False,True,False
starlingmarte,False,False,False,False,False,False,True,False,False
gagejump,False,False,False,False,False,False,False,True,False
koreylee,True,False,False,False,False,False,True,False,False
darellhernaiz,False,False,True,True,True,False,True,False,False
tannergordon,False,False,False,False,False,False,False,True,False
jonatanclase,False,False,False,False,False,True,True,False,False
brodyhopkins,False,False,False,False,False,False,False,True,False
wilmerflores,False,True,False,False,False,False,True,False,False
mitchbratt,False,False,False,False,False,False,False,True,False
kylewright,False,False,False,False,False,False,False,True,False
cesarprieto,False,False,True,True,True,False,True,False,False
jakerogers,True,False,False,False,False,False,True,False,False
hestonkjerstad,False,False,False,False,False,True,True,False,False
johnathanrodriguez,False,False,False,False,False,True,True,False,False
juanbrito,False,False,True,False,False,False,True,False,False
kyrenparis,False,False,True,False,False,True,True,False,False
tylerheineman,True,False,False,False,False,False,True,False,False
anthonyrendon,False,False,False,False,True,False,True,False,False
jorbitvivas,False,False,True,False,True,False,True,False,False
josiahgray,False,False,False,False,False,False,False,True,False
charliemorton,False,False,False,False,False,False,False,True,False
joeyestes,False,False,False,False,False,False,False,True,False
jacksonjobe,False,False,False,False,False,False,False,True,False
sebastianwalcott,False,False,False,True,False,False,True,False,False
jonahbride,False,False,False,False,True,False,True,False,False
tylercallihan,False,False,True,False,False,True,True,False,False
timtawa,False,True,True,False,False,True,True,False,False
christaylor,False,False,False,False,False,True,True,False,False
calquantrill,False,False,False,False,False,False,False,True,False
reesemcguire,True,False,False,False,False,False,True,False,False
austinslater,False,False,False,False,False,True,True,False,False
josuebriceno,True,True,False,False,False,False,True,False,False
chasedollander,False,False,False,False,False,False,False,True,False
vimaelmachin,False,True,True,False,True,False,True,False,False
jhonathandiaz,False,False,False,False,False,False,False,True,False
jettwilliams,False,False,True,True,False,True,True,False,False
samadtaylor,False,False,True,False,False,True,True,False,False
andrewmorris,False,False,False,False,False,False,False,True,False
alikawilliams,False,False,True,True,True,False,True,False,False
joeyloperfido,False,False,False,False,False,True,True,False,False
jongray,False,False,False,False,False,False,False,False,True
austinwynns,True,False,False,False,False,False,True,False,False
garrettstubbs,True,False,False,False,False,False,True,False,False
josemiranda,False,False,False,False,True,False,True,False,False
shaywhitcomb,False,False,True,False,True,False,True,False,False
oliverdunn,False,False,False,False,True,False,True,False,False
georgeklassen,False,False,False,False,False,False,False,True,False
luiscampusano,False,False,False,False,False,False,True,False,False
eliwhite,False,False,False,False,False,True,True,False,False
michaelhelman,False,False,False,False,False,True,True,False,False
luisurias,False,False,True,False,False,False,True,False,False
didierfuentes,False,False,False,False,False,False,False,True,False
luisvazquez,False,False,False,True,True,False,True,False,False
jesusrodriguez,True,False,False,False,True,False,True,False,False
daironblanco,False,False,False,False,False,True,True,False,False
ryanfeltner,False,False,False,False,False,False,False,True,False
camdevanney,False,False,False,False,True,False,True,False,False
blainecrim,False,True,False,False,False,False,True,False,False
derekhill,False,False,False,False,False,True,True,False,False
tristangray,False,False,True,True,False,False,True,False,False
alexjackson,True,False,False,False,False,False,True,False,False
ericwagaman,False,True,False,False,False,True,True,False,False
erickfedde,False,False,False,False,False,False,False,True,True
jordanmontgomery,False,False,False,False,False,False,False,True,False
loganevans,False,False,False,False,False,False,False,True,False
manuelmargot,False,False,False,False,False,True,True,False,False
alecmarsh,False,False,False,False,False,False,False,True,False
cesarsalazar,True,False,False,False,False,False,True,False,False
emersonhancock,False,False,False,False,False,False,False,True,False
brettwisely,False,False,True,False,False,False,True,False,False
charliecondon,False,True,False,False,False,False,True,False,False
vinnycapra,False,False,False,True,True,False,True,False,False
cooperingle,True,False,False,False,False,False,True,False,False
johanrojas,False,False,False,False,False,True,True,False,False
andruwmonasterio,False,False,False,True,False,False,True,False,False
orelvismartinez,False,False,True,False,False,False,True,False,False
wademiley,False,False,False,False,False,False,False,True,False
gabrielhughes,False,False,False,False,False,False,False,True,False
jonathancannon,False,False,False,False,False,False,False,True,False
rileyadams,True,False,False,False,False,False,True,False,False
josedeleon,False,False,False,False,False,False,False,True,True
brockwilken,False,False,False,False,True,False,True,False,False
brycejohnson,False,False,False,False,False,True,True,False,False
mitchellparker,False,False,False,False,False,False,False,True,False
masonblack,False,False,False,False,False,False,False,True,False
gustavocampero,False,False,False,False,False,True,True,False,False
matthewlugo,False,False,False,False,False,True,True,False,False
tommytroy,False,False,True,False,False,True,True,False,False
tommurphy,True,False,False,False,False,False,True,False,False
hagensmith,False,False,False,False,False,False,False,True,False
mjmelendez,False,False,False,False,False,True,True,False,False
jpfrance,False,False,False,False,False,False,False,True,False
krisbryant,False,False,False,False,False,False,True,False,False
andrewknizner,True,False,False,False,False,False,True,False,False
justynhenrymalloy,False,False,False,False,False,True,True,False,False
mickeygasper,True,False,False,False,False,False,True,False,False
jorgebarrosa,False,False,False,False,False,True,True,False,False
timanderson,False,False,True,True,False,False,True,False,False
keidermontero,False,False,False,False,False,False,False,True,True
jedixsonpaez,False,False,False,False,False,False,False,True,False
jorgemateo,False,False,False,True,False,True,True,False,False
connorseabold,False,False,False,False,False,False,False,True,True
caydenwallace,False,False,False,False,True,False,True,False,False
ryanvilade,False,False,False,False,False,True,True,False,False
willbrennan,False,False,False,False,False,True,True,False,False
tannerhouck,False,False,False,False,False,False,False,True,False
lukemaile,True,False,False,False,False,False,True,False,False
ronnysimon,False,False,True,False,False,True,True,False,False
jhonkensynoel,False,False,False,False,False,True,True,False,False
nickallen,False,False,False,True,False,False,True,False,False
cristianmena,False,False,False,False,False,False,False,True,False
jarredkelenic,False,False,False,False,False,True,True,False,False
emmanuelrivera,False,False,False,False,True,False,True,False,False
rhylanthomas,False,False,False,False,False,True,True,False,False
jarlinsusana,False,False,False,False,False,False,False,True,False
winstonsantos,False,False,False,False,False,False,False,True,False
ronelblanco,False,False,False,False,False,False,False,True,False
joseurena,False,False,False,False,False,False,False,True,True
michaelarroyo,False,False,True,False,False,False,True,False,False
mccadebrown,False,False,False,False,False,False,False,True,False
dominicsmith,False,True,False,False,False,False,True,False,False
westonwilson,False,False,False,False,False,True,True,False,False
marcusstroman,False,False,False,False,False,False,False,True,False
juniorperez,False,False,False,False,False,True,True,False,False
germanmarquez,False,False,False,False,False,False,False,True,False
victormesajr,False,False,False,False,False,True,True,False,False
victormederos,False,False,False,False,False,False,False,True,False
brandonlockridge,False,False,False,False,False,True,True,False,False
mattwaldron,False,False,False,False,False,False,False,True,False
scottkingery,False,False,True,False,False,True,True,False,False
nestorcortes,False,False,False,False,False,False,False,True,False
orlandoarcia,False,False,True,True,True,False,True,False,False
robertstock,False,False,False,False,False,False,False,True,False
rafaellantigua,False,False,True,False,True,False,True,False,False
luismedina,False,False,False,False,False,False,False,True,False
austinbarnes,True,False,False,False,False,False,True,False,False
akilbaddoo,False,False,False,False,False,True,True,False,False
marcoluciano,False,False,False,False,False,True,True,False,False
danielespino,False,False,False,False,False,False,False,True,False
tristonmckenzie,False,False,False,False,False,False,False,True,True
lucasbraun,False,False,False,False,False,False,False,True,False
brycenmautz,False,False,False,False,False,False,False,True,False
chasepetty,False,False,False,False,False,False,False,True,False
tristanpeters,False,False,False,False,False,True,True,False,False
enriquehernandez,False,True,False,False,True,True,True,False,False
eastonlucas,False,False,False,False,False,False,False,True,False
gunnarhoglund,False,False,False,False,False,False,False,True,False
hectorrodriguez,False,False,False,False,False,True,True,False,False
danielsusac,True,False,False,False,False,False,True,False,False
kohldrake,False,False,False,False,False,False,False,True,False
samaldegheri,False,False,False,False,False,False,False,True,False
blascastano,False,False,False,False,False,False,False,True,False
kameronmisner,False,False,False,False,False,True,True,False,False
curtismead,False,True,False,False,True,False,True,False,False
tymadden,False,False,False,False,False,False,False,True,False
taylortrammell,False,False,False,False,False,True,True,False,False
thomasharrington,False,False,False,False,False,False,False,True,False
taijuanwalker,False,False,False,False,False,False,False,True,True
jacobstallings,True,False,False,False,False,False,True,False,False
cooperkinney,False,False,True,False,True,False,True,False,False
griffmcgarry,False,False,False,False,False,False,False,True,False
benkudrna,False,False,False,False,False,False,False,True,False
jihwanbae,False,False,False,False,False,True,True,False,False
benhess,False,False,False,False,False,False,False,True,False
angelbastardo,False,False,False,False,False,False,False,False,True
adammacko,False,False,False,False,False,False,False,True,True
austinhedges,True,False,False,False,False,False,True,False,False
nicksenzel,False,False,False,False,True,True,True,False,False
baileyfalter,False,False,False,False,False,False,False,True,False
carloslagrange,False,False,False,False,False,False,False,True,False
kaelenculpepper,False,False,False,True,False,False,True,False,False
drewmillas,True,False,False,False,False,False,True,False,False
gabrielrinconesjr,False,False,False,False,False,True,True,False,False
dougnikhazy,False,False,False,False,False,False,False,True,False
masonbarnett,False,False,False,False,False,False,False,True,False
joeywiemer,False,False,False,False,False,True,True,False,False
benlively,False,False,False,False,False,False,False,True,False
bradenmontgomery,False,False,False,False,False,True,True,False,False
robinsonpina,False,False,False,False,False,False,False,True,False
jamestriantos,False,False,True,False,False,True,True,False,False
blakedunn,False,False,False,False,False,True,True,False,False
benrortvedt,True,False,False,False,False,False,True,False,False
carsonspiers,False,False,False,False,False,False,False,True,False
spencerturnbull,False,False,False,False,False,False,False,True,False
mitchfarris,False,False,False,False,False,False,False,True,False
jorgealfaro,True,False,False,False,False,False,True,False,False
braydentaylor,False,False,True,False,True,False,True,False,False
jhonnypereda,True,False,False,False,False,False,True,False,False
jurrangelocijntje,False,False,False,False,False,False,False,True,False
jasondelay,True,False,False,False,False,False,True,False,False
treysweeney,False,False,False,True,False,False,True,False,False
chadwicktromp,True,False,False,False,False,False,True,False,False
josebarrero,False,False,True,False,False,True,True,False,False
williemaciver,True,False,False,False,False,False,True,False,False
lucatresh,True,False,False,False,False,False,True,False,False
maverickhandley,True,False,False,False,False,False,True,False,False
sebastianrivero,True,False,False,False,False,False,True,False,False
warmingbernabel,False,True,False,False,False,False,True,False,False
buddykennedy,False,False,False,False,True,False,True,False,False
drewromo,True,False,False,False,False,False,True,False,False
denzerguzman,False,False,False,True,False,False,True,False,False
haydensenger,True,False,False,False,False,False,True,False,False
ajsmithshawver,False,False,False,False,False,False,False,True,False
gabrielgonzalez,False,False,False,False,False,True,True,False,False
tomasnido,True,False,False,False,False,False,True,False,False
justindean,False,False,False,False,False,True,True,False,False
brettsullivan,True,False,False,False,False,False,True,False,False
edouardjulien,False,True,True,False,False,False,True,False,False
garretthampson,False,False,False,False,False,True,True,False,False
recehinds,False,False,False,False,False,True,True,False,False
briannavarreto,True,False,False,False,False,False,True,False,False
willwilson,False,False,True,False,True,False,True,False,False
brandonvalenzuela,True,False,False,False,False,False,True,False,False
yonielcuret,False,False,False,False,False,False,False,True,False
rodolfoduran,True,False,False,False,False,False,True,False,False
domnunez,True,False,False,False,False,False,True,False,False
jessewinker,False,False,False,False,False,False,True,False,False
henrybolte,False,False,False,False,False,True,True,False,False
chuckierobinson,True,False,False,False,False,False,True,False,False
aramisgarcia,True,False,False,False,False,False,True,False,False
grantmccray,False,False,False,False,False,True,True,False,False
blakehunt,True,False,False,False,False,False,True,False,False
sandyleon,True,False,False,False,False,False,True,False,False
gageworkman,False,False,False,True,True,False,True,False,False
willbanfield,True,False,False,False,False,False,True,False,False
ethanpecko,False,False,False,False,False,False,False,True,False
peteyhalpin,False,False,False,False,False,True,True,False,False
wademeckler,False,False,False,False,False,True,True,False,False
joseherrera,True,False,False,False,False,False,True,False,False
domingorobles,False,False,False,False,False,False,False,True,True
ryankreidler,False,False,False,False,False,True,True,False,False
tylerlocklear,False,True,False,False,False,False,True,False,False
michaelsiani,False,False,False,False,False,True,True,False,False
ryancusick,False,False,False,False,False,False,False,True,True
dashawnkeirseyjr,False,False,False,False,False,True,True,False,False
nicknastrini,False,False,False,False,False,False,False,True,True
carledwardsjr,False,False,False,False,False,False,False,True,True
andreschaparro,False,True,False,False,False,False,True,False,False
stewardberroa,False,False,False,False,False,True,True,False,False
willdion,False,False,False,False,False,False,False,True,True
zachthompson,False,False,False,False,False,False,False,True,True
leonardobernal,True,False,False,False,False,False,True,False,False
jackwinkler,False,False,True,False,False,False,True,False,False
sterlinthompson,False,False,False,False,False,True,True,False,False
dustinsaenz,False,False,False,False,False,False,False,True,True
jddavis,False,True,False,False,True,False,True,False,False
kahlilwatson,False,False,False,False,False,True,True,False,False
trevorwilliams,False,False,False,False,False,False,False,True,False
ryanspikes,False,False,False,False,True,True,True,False,False
alexandercanario,False,False,False,False,False,True,True,False,False
connorkaiser,False,False,True,False,False,False,True,False,False
julianaguiar,False,False,False,False,False,False,False,True,False
josesiri,False,False,False,False,False,True,True,False,False
jackkochanowicz,False,False,False,False,False,False,False,True,False
endyrodriguez,True,True,False,False,False,False,True,False,False
pedroleon,False,False,False,False,False,True,True,False,False
kempalderman,False,False,False,False,False,True,True,False,False
josefranco,False,False,False,False,False,False,False,True,False
stuartfairchild,False,False,False,False,False,True,True,False,False
antoniosenzatela,False,False,False,False,False,False,False,True,False
tylerwade,False,False,False,False,False,True,True,False,False
claydungan,False,False,True,True,False,True,True,False,False
nabilcrismatt,False,False,False,False,False,False,False,True,False
jasonheyward,False,False,False,False,False,True,True,False,False
hunterrenfroe,False,False,False,False,False,True,True,False,False
zackristofak,False,False,False,False,False,False,False,False,True
mattmanning,False,False,False,False,False,False,False,True,True
mattkoperniak,False,False,False,False,False,True,True,False,False
adammazur,False,False,False,False,False,False,False,True,False
kendryrojas,False,False,False,False,False,False,False,True,False
carsonpalmquist,False,False,False,False,False,False,False,True,False
drewwaters,False,False,False,False,False,True,True,False,False
masonmccoy,False,False,False,True,False,False,True,False,False
dominicfletcher,False,False,False,False,False,True,True,False,False
coreyjulks,False,False,False,False,False,True,True,False,False
richardmatic,False,False,False,False,True,False,True,False,False
maxferguson,False,False,True,False,False,True,True,False,False
jessescholtens,False,False,False,False,False,False,False,True,False
wilberdotel,False,False,False,False,False,False,False,True,False
braidenward,False,False,False,False,False,True,True,False,False
rjschreck,False,False,False,False,False,True,True,False,False
kenwaldichuk,False,False,False,False,False,False,False,True,False
donovanwalton,False,False,True,True,False,False,True,False,False
travisjankowski,False,False,False,False,False,True,True,False,False
sethbrown,False,False,False,False,False,True,True,False,False
zachpenrod,False,False,False,False,False,False,False,True,True
justinturner,False,True,False,False,False,False,True,False,False
rileythompson,False,False,False,False,False,False,False,False,True
spencerhoward,False,False,False,False,False,False,False,False,True
zachlogue,False,False,False,False,False,False,False,False,True
andrejackson,False,False,False,False,False,False,False,False,True
jonathonlong,False,True,False,False,False,False,True,False,False
willrobertson,False,False,False,False,False,True,True,False,False
oscargonzalez,False,False,False,False,False,True,True,False,False
zackthompson,False,False,False,False,False,False,False,True,False
andrewfischer,False,False,False,False,True,False,True,False,False
danieljohnson,False,False,False,False,False,True,True,False,False
tsungchecheng,False,False,False,True,True,False,True,False,False
dustinharris,False,False,False,False,False,True,True,False,False
lamontewadejr,False,True,False,False,False,True,True,False,False
colinhouck,False,False,False,True,True,False,True,False,False
kybush,False,False,False,False,False,False,False,True,False
eddysleonard,False,False,True,False,True,True,True,False,False
mikeyromero,False,False,True,True,True,False,True,False,False
yolmersanchez,False,False,True,True,False,False,True,False,False
jaredserna,False,False,True,True,False,False,True,False,False
joshmaciejewski,False,False,False,False,False,False,False,True,True
yohendrickpinango,False,False,False,False,False,True,True,False,False
euribielangeles,False,False,True,True,True,False,True,False,False
christianfranklin,False,False,False,False,False,True,True,False,False
billymckinney,False,False,False,False,False,True,True,False,False
vladimirgutierrez,False,False,False,False,False,False,False,False,True
joserodriguez,False,False,False,False,False,False,False,False,True
jeancabrera,False,False,False,False,False,False,False,True,False
cocomontes,False,False,True,False,True,True,True,False,False
termarrjohnson,False,False,True,False,False,False,True,False,False
kenedycorona,False,False,False,False,False,True,True,False,False
filippodituri,False,False,True,True,True,False,True,False,False
terrinvavra,False,False,True,False,True,False,True,False,False
austingauthier,False,False,True,False,False,False,True,False,False
henrybaez,False,False,False,False,False,False,False,True,False
carsonmccusker,False,False,False,False,False,True,True,False,False
carloscarrasco,False,False,False,False,False,False,False,True,False
cristianpache,False,False,False,False,False,True,True,False,False
kristianrobinson,False,False,False,False,False,True,True,False,False
ryanclifford,False,True,False,False,False,True,True,False,False
lazaromontes,False,False,False,False,False,True,True,False,False
jaggerhaynes,False,False,False,False,False,False,False,True,False
hendrymendez,False,False,False,False,False,True,True,False,False
semrobberse,False,False,False,False,False,False,False,True,False
cooperbowman,False,False,True,False,False,True,True,False,False
bradleyblalock,False,False,False,False,False,False,False,True,False
jaredyoung,False,False,False,False,False,False,True,False,False
michaelstefanic,False,False,True,False,False,False,True,False,False
cademarlowe,False,False,False,False,False,True,True,False,False
connorjoe,False,False,False,False,False,True,True,False,False
jakebloss,False,False,False,False,False,False,False,True,False
owenmiller,False,False,True,False,False,False,True,False,False
owenwhite,False,False,False,False,False,False,False,True,False
javiervaz,False,False,True,False,False,True,True,False,False
joshuapalacios,False,False,False,False,False,True,True,False,False
ryanwebb,False,False,False,False,False,False,False,True,False
brewerhicklen,False,False,False,False,False,True,True,False,False
dukeellis,False,False,False,False,False,True,True,False,False
eddierosario,False,False,False,False,False,True,True,False,False
codymorissette,False,False,True,False,False,False,True,False,False
fraserellard,False,False,False,False,False,False,False,False,True
michaelfulmer,False,False,False,False,False,False,False,False,True
josequijada,False,False,False,False,False,False,False,False,True
jordanweems,False,False,False,False,False,False,False,False,True
tomcosgrove,False,False,False,False,False,False,False,False,True
josemarte,False,False,False,False,False,False,False,False,True
woosukgo,False,False,False,False,False,False,False,False,True
jbbukauskas,False,False,False,False,False,False,False,False,True
rickyvanasco,False,False,False,False,False,False,False,False,True
jeffbrigham,False,False,False,False,False,False,False,False,True
angelperdomo,False,False,False,False,False,False,False,False,True
yerryrodriguez,False,False,False,False,False,False,False,False,True
mattthaiss,True,False,False,False,False,False,True,False,False
ethansalas,True,False,False,False,False,False,True,False,False
henrywilliams,False,False,False,False,False,False,False,True,False
nathanwiles,False,False,False,False,False,False,False,True,False
tommyhenry,False,False,False,False,False,False,False,True,False
caseykelly,False,False,False,False,False,False,False,True,False
noahschultz,False,False,False,False,False,False,False,True,False
liamdoyle,False,False,False,False,False,False,False,True,False
kadeanderson,False,False,False,False,False,False,False,True,False
travissykora,False,False,False,False,False,False,False,True,False
tylerbremner,False,False,False,False,False,False,False,True,False
claytonkershaw,False,False,False,False,False,False,False,True,False
yudarvish,False,False,False,False,False,False,False,True,False
andrewheaney,False,False,False,False,False,False,False,True,False
frankiemontas,False,False,False,False,False,False,False,True,False
kentamaeda,False,False,False,False,False,False,False,True,False
kylegibson,False,False,False,False,False,False,False,True,False
xzavioncurry,False,False,False,False,False,False,False,True,True
iananderson,False,False,False,False,False,False,False,True,False
allanwinans,False,False,False,False,False,False,False,True,False
kylehendricks,False,False,False,False,False,False,False,True,False
evanmckendry,False,False,False,False,False,False,False,True,True
henrylalane,False,False,False,False,False,False,False,True,False
garrettstallings,False,False,False,False,False,False,False,True,True
shaunanderson,False,False,False,False,False,False,False,True,True
brucezimmermann,False,False,False,False,False,False,False,True,False
michaelplassmeyer,False,False,False,False,False,False,False,True,True
caseylawrence,False,False,False,False,False,False,False,True,False
moiseschace,False,False,False,False,False,False,False,True,False
connorgillispie,False,False,False,False,False,False,False,True,False
adamkloffenstein,False,False,False,False,False,False,False,True,False
stevenzobac,False,False,False,False,False,False,False,True,False
brandonwalter,False,False,False,False,False,False,False,True,False
tylormegill,False,False,False,False,False,False,False,True,False
cooperhjerpe,False,False,False,False,False,False,False,True,False
chasehampton,False,False,False,False,False,False,False,True,False
nickmaton,False,False,False,False,False,False,True,False,False
josecuas,False,False,False,False,False,False,False,False,True
nicenright,False,False,False,False,False,False,False,False,True
brookskriske,False,False,False,False,False,False,False,False,True
ryanjensen,False,False,False,False,False,False,False,False,True
benheller,False,False,False,False,False,False,False,False,True
jonathanheasley,False,False,False,False,False,False,False,False,True
noahdavis,False,False,False,False,False,False,False,False,True
mattsauer,False,False,False,False,False,False,False,False,True
luisortiz,False,False,False,False,False,False,False,False,True
raykerr,False,False,False,False,False,False,False,False,True
forrestwhitley,False,False,False,False,False,False,False,False,True
chrisdevenski,False,False,False,False,False,False,False,False,True
erasmoramirez,False,False,False,False,False,False,False,False,True
corbinmartin,False,False,False,False,False,False,False,False,True
tejayantone,False,False,False,False,False,False,False,False,True
guillozuniga,False,False,False,False,False,False,False,False,True
randyrodriguez,False,False,False,False,False,False,False,False,True
evanjustice,False,False,False,False,False,False,False,False,True
geoffhartlieb,False,False,False,False,False,False,False,False,True
johnmcmillon,False,False,False,False,False,False,False,False,True
peterlambert,False,False,False,False,False,False,False,False,True
wandersuero,False,False,False,False,False,False,False,False,True
eibersoncastellano,False,False,False,False,False,False,False,False,True
brettdegeus,False,False,False,False,False,False,False,False,True
misaeltamarez,False,False,False,False,False,False,False,False,True
devinsweet,False,False,False,False,False,False,False,False,True
jpfeyereisen,False,False,False,False,False,False,False,False,True
jordanlyles,False,False,False,False,False,False,False,False,True
buckfarmer,False,False,False,False,False,False,False,False,True
tysonmiller,False,False,False,False,False,False,False,False,True
mikebaumann,False,False,False,False,False,False,False,False,True
austinvoth,False,False,False,False,False,False,False,False,True
justinanderson,False,False,False,False,False,False,False,False,True
philbickford,False,False,False,False,False,False,False,False,True
giovannygallegos,False,False,False,False,False,False,False,False,True
kylemuller,False,False,False,False,False,False,False,False,True
jtchargois,False,False,False,False,False,False,False,False,True
hanscrouse,False,False,False,False,False,False,False,False,True
joshwinder,False,False,False,False,False,False,False,False,True
peterstrzelecki,False,False,False,False,False,False,False,False,True
amirgarrett,False,False,False,False,False,False,False,False,True
dylanfloro,False,False,False,False,False,False,False,False,True
migueldiaz,False,False,False,False,False,False,False,False,True
austinadams,False,False,False,False,False,False,False,False,True
joshfleming,False,False,False,False,False,False,False,False,True
wilmerflores1,False,False,False,False,False,False,False,False,True
mitchwhite,False,False,False,False,False,False,False,False,True
seanreidfoley,False,False,False,False,False,False,False,False,True
albertabreu,False,False,False,False,False,False,False,False,True
chadkuhl,False,False,False,False,False,False,False,False,True
