tj_id,c,1b,2b,ss,3b,of,util,sp,rp
kadestrowd,False,False,False,False,False,False,False,False,True
justincrawford,False,False,False,False,False,True,True,False,False
braxtongarrett,False,False,False,False,False,False,False,True,False
dlhall,False,False,False,False,False,False,False,False,True
cadecavalli,False,False,False,False,False,False,False,True,False
brayanrocchio,False,False,True,True,False,False,True,False,False
ryanweiss,False,False,False,False,False,False,False,False,True
gavinlux,False,False,False,False,False,True,True,False,False
cristianjavier,False,False,False,False,False,False,False,True,False
paulsewald,False,False,False,False,False,False,False,False,True
michaelmassey,False,False,True,False,False,False,True,False,False
brockburke,False,False,False,False,False,False,False,False,True
luismatos,False,False,False,False,False,True,True,False,False
brandoneisert,False,False,False,False,False,False,False,False,True
landenroupp,False,False,False,False,False,False,False,True,False
colewinn,False,False,False,False,False,False,False,False,True
ianhamilton,False,False,False,False,False,False,False,False,True
colinselby,False,False,False,False,False,False,False,False,True
robbysnelling,False,False,False,False,False,False,False,True,False
scottbarlow,False,False,False,False,False,False,False,False,True
anthonybanda,False,False,False,False,False,False,False,False,True
sladececconi,False,False,False,False,False,False,False,True,False
masonenglert,False,False,False,False,False,False,False,False,True
ryanfernandez,False,False,False,False,False,False,False,False,True
cadegibson,False,False,False,False,False,False,False,False,True
austinmartin,False,False,False,False,False,True,True,False,False
maxmeyer,False,False,False,False,False,False,False,True,False
joelpayamps,False,False,False,False,False,False,False,False,True
evansisk,False,False,False,False,False,False,False,False,True
grahampauley,False,False,False,False,True,False,True,False,False
colesulser,False,False,False,False,False,False,False,False,True
grantanderson,False,False,False,False,False,False,False,False,True
thomaswhite,False,False,False,False,False,False,False,True,False
jjbleday,False,False,False,False,False,True,True,False,False
dillondingler,True,False,False,False,False,False,True,False,False
taylorrogers,False,False,False,False,False,False,False,False,True
jaredjones,False,False,False,False,False,False,False,True,False
carsonbenge,False,False,False,False,False,True,True,False,False
blazealexander,False,False,False,False,True,False,True,False,False
mattgage,False,False,False,False,False,False,False,False,True
seanmurphy,True,False,False,False,False,False,True,False,False
davisschneider,False,False,True,False,False,True,True,False,False
chasesilseth,False,False,False,False,False,False,False,False,True
tylerphillips,False,False,False,False,False,False,False,False,True
matthewliberatore,False,False,False,False,False,False,False,True,False
alekthomas,False,False,False,False,False,True,True,False,False
wandyperalta,False,False,False,False,False,False,False,False,True
ronnymauricio,False,False,False,False,True,False,True,False,False
spencerbivens,False,False,False,False,False,False,False,False,True
jacobwebb,False,False,False,False,False,False,False,False,True
carlosnarvaez,True,False,False,False,False,False,True,False,False
jakebird,False,False,False,False,False,False,False,False,True
cadepovich,False,False,False,False,False,False,False,True,False
wikelmangonzalez,False,False,False,False,False,False,False,False,True
ryanbrasier,False,False,False,False,False,False,False,False,True
hunterbigge,False,False,False,False,False,False,False,False,True
corbinburnes,False,False,False,False,False,False,False,True,False
heribertohernandez,False,False,False,False,False,True,True,False,False
daniellynchiv,False,False,False,False,False,False,False,False,True
dreyjameson,False,False,False,False,False,False,False,False,True
brentsuter,False,False,False,False,False,False,False,False,True
tylerferguson,False,False,False,False,False,False,False,False,True
javiersanoja,False,False,True,False,True,True,True,False,True
sawyergipsonlong,False,False,False,False,False,False,False,True,False
alexlange,False,False,False,False,False,False,False,False,True
dannyjansen,True,False,False,False,False,False,True,False,False
rhettlowder,False,False,False,False,False,False,False,True,False
andrewchafin,False,False,False,False,False,False,False,False,True
luisgarcia,False,False,False,False,False,False,False,False,True
victorcaratini,True,False,False,False,False,False,True,False,False
dietrichenns,False,False,False,False,False,False,False,False,True
grantholmes,False,False,False,False,False,False,False,True,False
kylehart,False,False,False,False,False,False,False,True,True
ottokemp,False,True,False,False,True,False,True,False,False
joeywentz,False,False,False,False,False,False,False,True,True
kevinmcgonigle,False,False,False,True,False,False,True,False,False
kodyclemens,False,True,True,False,False,False,True,False,False
hurstonwaldrep,False,False,False,False,False,False,False,True,False
brooksbaldwin,False,False,False,False,False,True,True,False,False
luiscurvelo,False,False,False,False,False,False,False,False,True
yukimatsui,False,False,False,False,False,False,False,False,True
carlosvargas,False,False,False,False,False,False,False,False,True
justinverlander,False,False,False,False,False,False,False,True,False
freddyfermin,True,False,False,False,False,False,True,False,False
jasonfoley,False,False,False,False,False,False,False,False,True
enyeldelossantos,False,False,False,False,False,False,False,False,True
ericorze,False,False,False,False,False,False,False,False,True
owencaissie,False,False,False,False,False,True,True,False,False
adaelamador,False,False,True,False,False,False,True,False,False
fostergriffin,False,False,False,False,False,False,False,True,False
jordanwicks,False,False,False,False,False,False,False,False,True
daurimoreta,False,False,False,False,False,False,False,False,True
jadenhill,False,False,False,False,False,False,False,False,True
juanmorillo,False,False,False,False,False,False,False,False,True
seanburke,False,False,False,False,False,False,False,True,False
bryceeldridge,False,False,False,False,False,False,True,False,False
jakemccarthy,False,False,False,False,False,True,True,False,False
timhill,False,False,False,False,False,False,False,False,True
rynestanek,False,False,False,False,False,False,False,False,True
robertgasser,False,False,False,False,False,False,False,True,False
ricogarcia,False,False,False,False,False,False,False,False,True
spencerarrighetti,False,False,False,False,False,False,False,True,False
denzelclarke,False,False,False,False,False,True,True,False,False
piersonohl,False,False,False,False,False,False,False,False,True
luismorales,False,False,False,False,False,False,False,True,False
lakebachar,False,False,False,False,False,False,False,False,True
joshsmith,False,True,False,True,True,False,True,False,False
paulblackburn,False,False,False,False,False,False,False,False,True
kalebort,False,False,False,False,False,False,False,False,True
jaredtriolo,False,True,False,True,True,False,True,False,False
joseleclerc,False,False,False,False,False,False,False,False,True
patrickbailey,True,False,False,False,False,False,True,False,False
konnorpilkington,False,False,False,False,False,False,False,False,True
davidfesta,False,False,False,False,False,False,False,True,False
christophermorel,False,False,False,False,False,True,True,False,False
jeremiahjackson,False,False,False,False,True,True,True,False,False
jalenbeeks,False,False,False,False,False,False,False,False,True
osvaldobido,False,False,False,False,False,False,False,True,True
codybradford,False,False,False,False,False,False,False,True,False
liamhicks,True,True,False,False,False,False,True,False,False
jonathanbowlan,False,False,False,False,False,False,False,False,True
samhentges,False,False,False,False,False,False,False,False,True
kyleharrison,False,False,False,False,False,False,False,True,False
tylergilbert,False,False,False,False,False,False,False,True,True
jpsears,False,False,False,False,False,False,False,True,False
jacobmelton,False,False,False,False,False,True,True,False,False
stevencruz,False,False,False,False,False,False,False,False,True
nathaniellowe,False,True,False,False,False,False,True,False,False
alexfreeland,False,False,True,False,True,False,True,False,False
jacksonrutledge,False,False,False,False,False,False,False,False,True
hyeseongkim,False,False,True,False,False,False,True,False,False
jhostynxongarcia,False,False,False,False,False,True,True,False,False
maxlazar,False,False,False,False,False,False,False,False,True
carsonwilliams,False,False,False,True,False,False,True,False,False
masonfluharty,False,False,False,False,False,False,False,False,True
jocpederson,False,False,False,False,False,False,True,False,False
maxscherzer,False,False,False,False,False,False,False,True,False
zachcole,False,False,False,False,False,True,True,False,False
josesuarez,False,False,False,False,False,False,False,True,True
chadgreen,False,False,False,False,False,False,False,False,True
oswaldperaza,False,False,False,False,True,False,True,False,False
coopercriswell,False,False,False,False,False,False,False,True,True
evanphillips,False,False,False,False,False,False,False,False,True
michaelconforto,False,False,False,False,False,True,True,False,False
jtginn,False,False,False,False,False,False,False,True,False
adrianhouser,False,False,False,False,False,False,False,True,False
brenanhanifee,False,False,False,False,False,False,False,False,True
richiepalacios,False,False,True,False,False,True,True,False,False
zackkelly,False,False,False,False,False,False,False,False,True
julianfernandez,False,False,False,False,False,False,False,False,True
zacharymaxwell,False,False,False,False,False,False,False,False,True
jonahheim,True,False,False,False,False,False,True,False,False
kevinkelly,False,False,False,False,False,False,False,False,True
rhyshoskins,False,True,False,False,False,False,True,False,False
taylorclarke,False,False,False,False,False,False,False,False,True
tommypham,False,False,False,False,False,True,True,False,False
mickabel,False,False,False,False,False,False,False,True,False
luinderavila,False,False,False,False,False,False,False,False,True
angelmartinez,False,False,True,False,False,True,True,False,False
ramonurias,False,False,True,False,True,False,True,False,False
lukejackson,False,False,False,False,False,False,False,False,True
caseylegumina,False,False,False,False,False,False,False,False,True
brusdargraterol,False,False,False,False,False,False,False,False,True
eduardorodriguez,False,False,False,False,False,False,False,True,False
kylenicolas,False,False,False,False,False,False,False,False,True
ryanpressly,False,False,False,False,False,False,False,False,True
zackgelof,False,False,True,False,False,False,True,False,False
natepearson,False,False,False,False,False,False,False,False,True
carsonwhisenhunt,False,False,False,False,False,False,False,True,False
griffinconine,False,False,False,False,False,True,True,False,False
gregorysantos,False,False,False,False,False,False,False,False,True
bradybasso,False,False,False,False,False,False,False,False,True
josecastillo,False,False,False,False,False,False,False,False,True
rafaelmontero,False,False,False,False,False,False,False,False,True
nicksandlin,False,False,False,False,False,False,False,False,True
ryanborucki,False,False,False,False,False,False,False,False,True
dominichamel,False,False,False,False,False,False,False,True,True
oswaldocabrera,False,False,False,False,True,False,True,False,False
hunterbarco,False,False,False,False,False,False,False,True,False
josefermin1,False,False,False,False,False,False,False,False,True
vaughngrissom,False,False,True,True,False,False,True,False,False
yohanramirez,False,False,False,False,False,False,False,False,True
chrismurphy,False,False,False,False,False,False,False,False,True
miguelamaya,True,False,False,False,False,False,True,False,False
bradgleyrodriguez,False,False,False,False,False,False,False,False,True
kyleisbel,False,False,False,False,False,True,True,False,False
bryanhudson,False,False,False,False,False,False,False,False,True
brandonsproat,False,False,False,False,False,False,False,True,False
zacveen,False,False,False,False,False,True,True,False,False
jacobyoung,False,False,False,False,False,True,True,False,False
brentheadrick,False,False,False,False,False,False,False,False,True
joshsborz,False,False,False,False,False,False,False,False,True
christianscott,False,False,False,False,False,False,False,True,False
beaubrieske,False,False,False,False,False,False,False,False,True
thairoestrada,False,False,True,False,False,False,True,False,False
benwilliamson,False,False,False,False,True,False,True,False,False
trevormcdonald,False,False,False,False,False,False,False,True,False
stevenwilson,False,False,False,False,False,False,False,False,True
brennanbernardino,False,False,False,False,False,False,False,False,True
keatonwinn,False,False,False,False,False,False,False,False,True
jordanhicks,False,False,False,False,False,False,False,True,True
michelotanez,False,False,False,False,False,False,False,False,True
drewsmith,False,False,False,False,False,False,False,False,True
tristanbeck,False,False,False,False,False,False,False,False,True
emilianoteodo,False,False,False,False,False,False,False,False,True
paulgoldschmidt,False,True,False,False,False,False,True,False,False
danielschneemann,False,False,True,False,True,True,True,False,False
daltonrushing,True,False,False,False,False,False,True,False,False
kumarrocker,False,False,False,False,False,False,False,True,False
jamesmcarthur,False,False,False,False,False,False,False,False,True
felixbautista,False,False,False,False,False,False,False,False,True
tysonneighbors,False,False,False,False,False,False,False,False,True
roberthasselliii,False,False,False,False,False,True,True,False,False
patricksandoval,False,False,False,False,False,False,False,True,False
pavinsmith,False,True,False,False,False,False,True,False,False
daysbelhernandez,False,False,False,False,False,False,False,False,True
joeboyle,False,False,False,False,False,False,False,True,False
jtbrubaker,False,False,False,False,False,False,False,False,True
mattvierling,False,False,False,False,False,True,True,False,False
garrettmitchell,False,False,False,False,False,True,True,False,False
drewanderson,False,False,False,False,False,False,False,True,False
trentthornton,False,False,False,False,False,False,False,False,True
moisesballesteros,False,False,False,False,False,False,True,False,False
prelanderberroa,False,False,False,False,False,False,False,False,True
thomassaggese,False,False,True,True,False,False,True,False,False
edmundososa,False,False,True,False,True,False,True,False,False
elmercruzrodriguez,False,False,False,False,False,False,False,True,False
travisadams,False,False,False,False,False,False,False,False,True
codiheuer,False,False,False,False,False,False,False,False,True
georgevalera,False,False,False,False,False,True,True,False,False
pauldejong,False,False,False,False,True,False,True,False,False
adamfrazier,False,False,True,False,False,True,True,False,False
shawndubin,False,False,False,False,False,False,False,False,True
colinholderman,False,False,False,False,False,False,False,False,True
sammoll,False,False,False,False,False,False,False,False,True
jacksonwolf,False,False,False,False,False,False,False,True,False
gordongraceffo,False,False,False,False,False,False,False,False,True
javierbaez,False,False,False,True,True,True,True,False,False
yerrydelossantos,False,False,False,False,False,False,False,False,True
aaroncivale,False,False,False,False,False,False,False,True,False
chaseshugart,False,False,False,False,False,False,False,False,True
codylaweryson,False,False,False,False,False,False,False,False,True
jorgealcala,False,False,False,False,False,False,False,False,True
dylandodd,False,False,False,False,False,False,False,False,True
dylanmoore,False,False,True,True,False,True,True,False,False
kylebackhus,False,False,False,False,False,False,False,False,True
zachagnos,False,False,False,False,False,False,False,False,True
johnrooney,False,False,False,False,False,False,False,False,True
connorbrogdon,False,False,False,False,False,False,False,False,True
davidfry,False,False,False,False,False,False,True,False,False
harryford,True,False,False,False,False,False,True,False,False
andrewalvarez,False,False,False,False,False,False,False,True,False
ryanmountcastle,False,True,False,False,False,False,True,False,False
valentebellozo,False,False,False,False,False,False,False,True,True
luismey,False,False,False,False,False,False,False,False,True
jakefraley,False,False,False,False,False,True,True,False,False
ronmarinaccio,False,False,False,False,False,False,False,False,True
richardfitts,False,False,False,False,False,False,False,True,False
timmayza,False,False,False,False,False,False,False,False,True
lukelittle,False,False,False,False,False,False,False,False,True
jonathanloaisiga,False,False,False,False,False,False,False,False,True
joshsimpson,False,False,False,False,False,False,False,False,True
drewgilbert,False,False,False,False,False,True,True,False,False
maximoacosta,False,False,True,True,True,False,True,False,False
alekmanoah,False,False,False,False,False,False,False,True,False
ryangusto,False,False,False,False,False,False,False,True,True
brockstewart,False,False,False,False,False,False,False,False,True
richardlovelady,False,False,False,False,False,False,False,False,True
loganallen1,False,False,False,False,False,False,False,True,False
chrisroycroft,False,False,False,False,False,False,False,False,True
yaramilhiraldo,False,False,False,False,False,False,False,False,True
pedropages,True,False,False,False,False,False,True,False,False
nickmadrigal,False,False,False,False,True,False,True,False,False
travisbazzana,False,False,True,False,False,False,True,False,False
jonathanpintaro,False,False,False,False,False,False,False,True,True
joshwinckowski,False,False,False,False,False,False,False,False,True
davismartin,False,False,False,False,False,False,False,True,False
romygonzalez,False,True,True,False,False,False,True,False,False
jovanimoran,False,False,False,False,False,False,False,True,True
loutrivino,False,False,False,False,False,False,False,False,True
nickyorke,False,True,True,False,False,False,True,False,False
kaiweiteng,False,False,False,False,False,False,False,True,False
craigkimbrel,False,False,False,False,False,False,False,False,True
reiversanmartin,False,False,False,False,False,False,False,False,True
kylekeller,False,False,False,False,False,False,False,False,True
philipabner,False,False,False,False,False,False,False,False,True
walkerjenkins,False,False,False,False,False,True,True,False,False
jjwetherholt,False,False,True,True,False,False,True,False,False
nachoalvarezjr,False,False,False,False,True,False,True,False,False
sethjohnson,False,False,False,False,False,False,False,False,True
kylehigashioka,True,False,False,False,False,False,True,False,False
haydenharris,False,False,False,False,False,False,False,False,True
lazaroestrada,False,False,False,False,False,False,False,True,True
bricematthews,False,False,True,False,False,False,True,False,False
elimorgan,False,False,False,False,False,False,False,False,True
justinmartinez,False,False,False,False,False,False,False,False,True
ryanbergert,False,False,False,False,False,False,False,True,False
keeganthompson,False,False,False,False,False,False,False,True,True
ethanroberts,False,False,False,False,False,False,False,False,True
michaeltonkin,False,False,False,False,False,False,False,False,True
ajpuk,False,False,False,False,False,False,False,False,True
colbythomas,False,False,False,False,False,True,True,False,False
albertsuarez,False,False,False,False,False,False,False,False,True
randydobnak,False,False,False,False,False,False,False,True,True
dylansmith,False,False,False,False,False,False,False,False,True
jorgelopez,False,False,False,False,False,False,False,False,True
bobbymiller,False,False,False,False,False,False,False,True,True
robzastryzny,False,False,False,False,False,False,False,False,True
lucassims,False,False,False,False,False,False,False,False,True
bradlord,False,False,False,False,False,False,False,True,True
jonnydeluca,False,False,False,False,False,True,True,False,False
brianvanbelle,False,False,False,False,False,False,False,True,True
craigyoho,False,False,False,False,False,False,False,False,True
joeybart,True,False,False,False,False,False,True,False,False
cambooser,False,False,False,False,False,False,False,False,True
alexcall,False,False,False,False,False,True,True,False,False
jaydenmurray,False,False,False,False,False,False,False,False,True
brysewilson,False,False,False,False,False,False,False,True,True
tyronetaylor,False,False,False,False,False,True,True,False,False
blakewalston,False,False,False,False,False,False,False,True,False
nickraquet,False,False,False,False,False,False,False,False,True
genesiscabrera,False,False,False,False,False,False,False,False,True
brandyngarcia,False,False,False,False,False,False,False,False,True
esteuryruiz,False,False,False,False,False,True,True,False,False
johnking,False,False,False,False,False,False,False,False,True
josequintana,False,False,False,False,False,False,False,True,False
austinwarren,False,False,False,False,False,False,False,False,True
bryanhoeing,False,False,False,False,False,False,False,False,True
anthonykay,False,False,False,False,False,False,False,True,False
miketauchman,False,False,False,False,False,True,True,False,False
cobymayo,False,True,False,False,False,False,True,False,False
juanburgos,False,False,False,False,False,False,False,False,True
carsonragsdale,False,False,False,False,False,False,False,True,True
pedroavila,False,False,False,False,False,False,False,False,True
andrewwalters,False,False,False,False,False,False,False,False,True
johncurtiss,False,False,False,False,False,False,False,False,True
andregranillo,False,False,False,False,False,False,False,False,True
michaelgrove,False,False,False,False,False,False,False,False,True
marcoraya,False,False,False,False,False,False,False,True,True
miguelcastro,False,False,False,False,False,False,False,False,True
grantholman,False,False,False,False,False,False,False,False,True
danemyers,False,False,False,False,False,True,True,False,False
mikeclevinger,False,False,False,False,False,False,False,False,True
willbenson,False,False,False,False,False,True,True,False,False
taylorwalls,False,False,False,True,False,False,True,False,False
rickytiedemann,False,False,False,False,False,False,False,True,False
jacksonkowar,False,False,False,False,False,False,False,False,True
willwagner,False,False,False,False,True,False,True,False,False
carsonfulmer,False,False,False,False,False,False,False,False,True
andrewhoffmann,False,False,False,False,False,False,False,False,True
ryanburr,False,False,False,False,False,False,False,False,True
nickfortes,True,False,False,False,False,False,True,False,False
patrickmonteverde,False,False,False,False,False,False,False,True,True
samlong,False,False,False,False,False,False,False,False,True
justinhagenman,False,False,False,False,False,False,False,False,True
calebboushley,False,False,False,False,False,False,False,False,True
yosverzulueta,False,False,False,False,False,False,False,False,True
drewthorpe,False,False,False,False,False,False,False,True,False
saurynlao,False,False,False,False,False,False,False,False,True
zachpop,False,False,False,False,False,False,False,False,True
baileyhorn,False,False,False,False,False,False,False,False,True
quinnmathews,False,False,False,False,False,False,False,True,False
chaycemcdermott,False,False,False,False,False,False,False,True,True
roansycontreras,False,False,False,False,False,False,False,True,True
rodderymunoz,False,False,False,False,False,False,False,False,True
bowdenfrancis,False,False,False,False,False,False,False,True,False
ryanwaldschmidt,False,False,False,False,False,True,True,False,False
griffincanning,False,False,False,False,False,False,False,True,False
elvispeguero,False,False,False,False,False,False,False,False,True
nasimnunez,False,False,True,True,False,False,True,False,False
djherz,False,False,False,False,False,False,False,True,False
nolanhoffman,False,False,False,False,False,False,False,False,True
hunterstrickland,False,False,False,False,False,False,False,False,True
miguelrojas,False,False,True,True,True,False,True,False,False
alejandroosuna,False,False,False,False,False,True,True,False,False
robinsonortiz,False,False,False,False,False,False,False,False,True
kylehurt,False,False,False,False,False,False,False,False,True
colinpoche,False,False,False,False,False,False,False,False,True
sambachman,False,False,False,False,False,False,False,False,True
michaellorenzen,False,False,False,False,False,False,False,True,False
joeross,False,False,False,False,False,False,False,False,True
tyadcock,False,False,False,False,False,False,False,False,True
michaelpetersen,False,False,False,False,False,False,False,False,True
joeylucchesi,False,False,False,False,False,False,False,False,True
rjpetit,False,False,False,False,False,False,False,False,True
willklein,False,False,False,False,False,False,False,False,True
jansonjunk,False,False,False,False,False,False,False,True,False
alanroden,False,False,False,False,False,True,True,False,False
alekjacob,False,False,False,False,False,False,False,False,True
zakkent,False,False,False,False,False,False,False,False,True
ryanjohnson,False,False,False,False,False,False,False,False,True
chaselee,False,False,False,False,False,False,False,False,True
eduarnielnunez,False,False,False,False,False,False,False,False,True
tyfrance,False,True,False,False,False,False,True,False,False
javierassad,False,False,False,False,False,False,False,True,False
carsonseymour,False,False,False,False,False,False,False,False,True
spencerjones,False,False,False,False,False,True,True,False,False
scottalexander,False,False,False,False,False,False,False,False,True
gusvarland,False,False,False,False,False,False,False,False,True
jayviensandridge,False,False,False,False,False,False,False,False,True
mitchspence,False,False,False,False,False,False,False,True,True
justinbruihl,False,False,False,False,False,False,False,False,True
tomoyukisugano,False,False,False,False,False,False,False,True,False
kolbyallard,False,False,False,False,False,False,False,False,True
jacejung,False,False,False,False,True,False,True,False,False
alejandrocarrillo,False,False,False,False,False,False,False,False,True
henrydavis,True,False,False,False,False,False,True,False,False
lancemccullersjr,False,False,False,False,False,False,False,True,False
joeygerber,False,False,False,False,False,False,False,True,True
tinkhence,False,False,False,False,False,False,False,True,False
kevinherget,False,False,False,False,False,False,False,False,True
hunterdobbins,False,False,False,False,False,False,False,True,False
taylersaucedo,False,False,False,False,False,False,False,False,True
joshuabaez,False,False,False,False,False,True,True,False,False
orlandoribalta,False,False,False,False,False,False,False,False,True
paulgervase,False,False,False,False,False,False,False,False,True
luisangelacuna,False,False,True,False,False,False,True,False,False
clarkeschmidt,False,False,False,False,False,False,False,True,False
thomashatch,False,False,False,False,False,False,False,False,True
yanquielfernandez,False,False,False,False,False,True,True,False,False
grantwolfram,False,False,False,False,False,False,False,False,True
jakecousins,False,False,False,False,False,False,False,False,True
liamhendriks,False,False,False,False,False,False,False,False,True
robrefsnyder,False,False,False,False,False,True,True,False,False
andyibanez,False,False,False,False,True,False,True,False,False
joseespada,False,False,False,False,False,False,False,False,True
ryanbliss,False,False,True,False,False,False,True,False,False
joemack,True,False,False,False,False,False,True,False,False
danielrobert,False,False,False,False,False,False,False,False,True
hunterstratton,False,False,False,False,False,False,False,False,True
alanrangel,False,False,False,False,False,False,False,True,False
iangibaut,False,False,False,False,False,False,False,False,True
eastonmcgee,False,False,False,False,False,False,False,False,True
daisonacosta,False,False,False,False,False,False,False,False,True
kendallgraveman,False,False,False,False,False,False,False,False,True
rowdytellez,False,True,False,False,False,False,True,False,False
chrispaddack,False,False,False,False,False,False,False,True,False
joshrojas,False,False,True,False,True,False,True,False,False
luisperalta,False,False,False,False,False,False,False,False,True
tjmcfarland,False,False,False,False,False,False,False,False,True
kervincastro,False,False,False,False,False,False,False,False,True
jakeirvin,False,False,False,False,False,False,False,True,False
gavinhollowell,False,False,False,False,False,False,False,False,True
eversonpereira,False,False,False,False,False,True,True,False,False
chrisflexen,False,False,False,False,False,False,False,False,True
collinsnider,False,False,False,False,False,False,False,False,True
colewilcox,False,False,False,False,False,False,False,False,True
seanguenther,False,False,False,False,False,False,False,False,True
manuelrodriguez,False,False,False,False,False,False,False,False,True
santiagoespinal,False,False,False,False,True,False,True,False,False
austinlove,False,False,False,False,False,False,False,False,True
drewsommers,False,False,False,False,False,False,False,False,True
luisgarcia2,False,False,False,False,False,False,False,True,False
yilberdiaz,False,False,False,False,False,False,False,True,True
jackneely,False,False,False,False,False,False,False,False,True
luisperales,False,False,False,False,False,False,False,True,False
davidhamilton,False,False,True,False,False,False,True,False,False
dillontate,False,False,False,False,False,False,False,False,True
enoliparedes,False,False,False,False,False,False,False,False,True
paxtonschultz,False,False,False,False,False,False,False,False,True
hunterfeduccia,True,False,False,False,False,False,True,False,False
kevinalcantara,False,False,False,False,False,True,True,False,False
danaltavilla,False,False,False,False,False,False,False,False,True
rolddymunoz,False,False,False,False,False,False,False,False,True
jameskarinchak,False,False,False,False,False,False,False,False,True
andrepallante,False,False,False,False,False,False,False,True,False
gavinstone,False,False,False,False,False,False,False,True,False
gabrielarias,False,False,True,True,False,False,True,False,False
carloshernandez,False,False,False,False,False,False,False,False,True
jonberti,False,False,False,False,True,False,True,False,False
dereklaw,False,False,False,False,False,False,False,False,True
joseiglesias,False,False,True,True,True,False,True,False,False
garrettacton,False,False,False,False,False,False,False,False,True
dannyyoung,False,False,False,False,False,False,False,False,True
blakeperkins,False,False,False,False,False,True,True,False,False
nickburdi,False,False,False,False,False,False,False,False,True
giourshela,False,False,False,False,True,False,True,False,False
johnbrebbia,False,False,False,False,False,False,False,False,True
josecorniell,False,False,False,False,False,False,False,True,False
codyfreeman,False,False,True,False,False,True,True,False,False
alexfaedo,False,False,False,False,False,False,False,False,True
troytaylor,False,False,False,False,False,False,False,False,True
martinperez,False,False,False,False,False,False,False,True,False
georgesoriano,False,False,False,False,False,False,False,False,True
jakeeder,False,False,False,False,False,False,False,False,True
domingogonzalez,False,False,False,False,False,False,False,False,True
coltongordon,False,False,False,False,False,False,False,True,False
jeimercandelario,False,True,False,False,True,False,True,False,False
dylanross,False,False,False,False,False,False,False,False,True
bryceelder,False,False,False,False,False,False,False,True,False
coltemerson,False,False,False,True,False,False,True,False,False
angelchivilli,False,False,False,False,False,False,False,False,True
ericcerantola,False,False,False,False,False,False,False,False,True
sammyperalta,False,False,False,False,False,False,False,True,True
benbowden,False,False,False,False,False,False,False,False,True
taylorrashi,False,False,False,False,False,False,False,False,True
colemancrow,False,False,False,False,False,False,False,True,False
josetena,False,False,False,False,True,False,True,False,False
dugandarnell,False,False,False,False,False,False,False,False,True
leorivas,False,False,True,False,False,False,True,False,False
jairoiriarte,False,False,False,False,False,False,False,True,True
maxschuemann,False,False,True,True,True,False,True,False,False
jacobreimer,False,False,False,False,True,False,True,False,False
leodytaveras,False,False,False,False,False,True,True,False,False
alexcobb,False,False,False,False,False,False,False,True,False
andrylara,False,False,False,False,False,False,False,False,True
joerock,False,False,False,False,False,False,False,True,True
masonthompson,False,False,False,False,False,False,False,False,True
nathanchurch,False,False,False,False,False,True,True,False,False
carlossantana,False,True,False,False,False,False,True,False,False
scottmcgough,False,False,False,False,False,False,False,False,True
jacklittle,False,False,False,False,False,False,False,False,True
scottblewett,False,False,False,False,False,False,False,False,True
rafaelmarchan,True,False,False,False,False,False,True,False,False
jhonybrito,False,False,False,False,False,False,False,False,True
stephenkolek,False,False,False,False,False,False,False,True,False
randalgrichuk,False,False,False,False,False,True,True,False,False
natelavender,False,False,False,False,False,False,False,False,True
isiahkinerfalefa,False,False,False,True,True,False,True,False,False
landonknack,False,False,False,False,False,False,False,True,False
connorwong,True,False,False,False,False,False,True,False,False
danedunning,False,False,False,False,False,False,False,False,True
tannerrainey,False,False,False,False,False,False,False,False,True
brandonwaddell,False,False,False,False,False,False,False,False,True
joshwalker,False,False,False,False,False,False,False,False,True
tylerfitzgerald,False,False,True,False,False,False,True,False,False
francoaleman,False,False,False,False,False,False,False,False,True
kylefarmer,False,False,True,False,False,False,True,False,False
joejacques,False,False,False,False,False,False,False,False,True
anthonymisiewicz,False,False,False,False,False,False,False,False,True
jeffcriswell,False,False,False,False,False,False,False,False,True
nickloftin,False,False,False,False,False,True,True,False,False
tannermcdougal,False,False,False,False,False,False,False,True,False
tyleranderson,False,False,False,False,False,False,False,True,False
josetrevino,True,False,False,False,False,False,True,False,False
nickanderson,False,False,False,False,False,False,False,False,True
ryanloutos,False,False,False,False,False,False,False,False,True
camsanders,False,False,False,False,False,False,False,False,True
maxclark,False,False,False,False,False,True,True,False,False
joelasorsa,False,False,False,False,False,False,False,False,True
brettharris,False,False,False,False,True,False,True,False,False
anthonymaldonado,False,False,False,False,False,False,False,False,True
mattkrook,False,False,False,False,False,False,False,False,True
peytonalford,False,False,False,False,False,False,False,False,True
austingomber,False,False,False,False,False,False,False,True,False
seanreynolds,False,False,False,False,False,False,False,False,True
maxanderson,False,False,True,False,True,False,True,False,False
christianencarnacionstrand,False,True,False,False,True,False,True,False,False
scotteffross,False,False,False,False,False,False,False,False,True
emmanuelrodriguez,False,False,False,False,False,True,True,False,False
shinnosukeogasawara,False,False,False,False,False,False,False,False,True
treygibson,False,False,False,False,False,False,False,True,False
michaeldarrellhicks,False,False,False,False,False,False,False,False,True
nolanjones,False,False,False,False,False,True,True,False,False
eduardosalazar,False,False,False,False,False,False,False,False,True
christianmontesdeoca,False,False,False,False,False,False,False,False,True
maxkranick,False,False,False,False,False,False,False,False,True
jefersonquero,True,False,False,False,False,False,True,False,False
jacksuwinski,False,False,False,False,False,True,True,False,False
kylenelson,False,False,False,False,False,False,False,False,True
jrritchie,False,False,False,False,False,False,False,True,False
freddytarnok,False,False,False,False,False,False,False,True,True
nateeaton,False,False,False,False,True,True,True,False,False
