tj_id,fp_atc,fp_alt,alt-atc,fp_avg,fp_e,atc-e,total_25
tyronetaylor,194.81646000000003,194.34545,-0.47101000000003523,194.58095500000002,231.0,-36.183539999999965,209.0
grantholmes,200.05858500000002,188.5,-11.558585000000022,194.2792925,278.5,-78.44141499999998,261.5
huntergaddis,204.709185,182.0,-22.70918499999999,193.3545925,189.5,15.20918499999999,193.3
javierbaez,194.61463,191.04681399999998,-3.567816000000022,192.83072199999998,282.0,-87.38537,304.0
jtginn,193.87755,191.5,-2.3775500000000136,192.68877500000002,145.5,48.377550000000014,204.2
tyfrance,189.922234,194.450835,4.528601000000009,192.1865345,82.0,107.922234,307.0
sethhalvorsen,216.636825,166.5,-50.13682499999999,191.5684125,179.0,37.63682499999999,182.3
ryanfeltner,200.73529999999997,181.5,-19.235299999999967,191.11764999999997,176.5,24.235299999999967,47.2
kodyfunderburk,198.67405499999998,182.5,-16.17405499999998,190.58702749999998,96.0,102.67405499999998,123.5
pedropages,194.755764,185.47821999999996,-9.277544000000034,190.11699199999998,256.0,-61.244236,236.0
alexvesia,201.05229,179.0,-22.05229,190.02614499999999,210.0,-8.94771,237.3
orionkerkering,200.97893499999998,177.5,-23.47893499999998,189.2394675,166.5,34.47893499999998,240.0
keibertruiz,195.55775899999998,181.99669999999998,-13.561059,188.77722949999998,272.0,-76.44224100000002,136.0
colbythomas,191.81074400000003,185.308109,-6.502635000000026,188.55942650000003,98.0,93.81074400000003,101.0
jordanmontgomery,163.27239020000005,211.0,47.727609799999954,187.1361951,110.5,52.772390200000046,0.0
caseyschmitt,184.925489,189.137692,4.212202999999988,187.0315905,60.0,124.925489,231.0
joseurquidy,172.66339499999998,200.0,27.33660500000002,186.3316975,108.5,64.16339499999998,2.2
cadendana,172.61053499999997,200.0,27.38946500000003,186.30526749999999,228.5,-55.88946500000003,50.2
mattstrahm,202.01709,169.5,-32.517089999999996,185.758545,206.5,-4.482910000000004,221.2
mattshaw,191.48645000000002,179.96045,-11.52600000000001,185.72345,211.0,-19.51354999999998,330.0
fernandocruz,191.56692499999997,179.5,-12.06692499999997,185.53346249999998,185.0,6.566924999999969,169.0
dylanlee,191.05737499999998,180.0,-11.057374999999979,185.5286875,206.5,-15.442625000000021,194.2
tylerrogers,181.32404499999998,189.5,8.175955000000016,185.41202249999998,186.0,-4.675955000000016,188.7
jansonjunk,191.122575,179.0,-12.122575000000012,185.0612875,246.0,-54.87742499999999,251.5
jimmyherget,175.566685,194.5,18.933314999999993,185.0333425,167.5,8.066685000000007,182.2
coltemerson,184.64891999999998,184.899917,0.25099700000001235,184.77441849999997,48.0,136.64891999999998,0.0
bryanbaker,169.229525,199.5,30.270475000000005,184.36476249999998,167.0,2.2295249999999953,221.3
willbenson,181.44657,186.20110000000003,4.754530000000017,183.82383500000003,168.0,13.446570000000008,193.0
joelpeguero,163.606845,203.5,39.89315500000001,183.5534225,66.0,97.60684499999999,74.2
hunterharvey,176.46224,190.0,13.537759999999992,183.23112,79.0,97.46224000000001,38.8
gregorysoto,171.14603499999998,194.0,22.853965000000017,182.5730175,141.0,30.146034999999983,134.2
lucaserceg,204.23312499999997,159.0,-45.23312499999997,181.6165625,167.0,37.23312499999997,214.7
tylerholton,183.12194,180.0,-3.121939999999995,181.56097,203.5,-20.378060000000005,208.3
andreschaparro,185.344161,177.329886,-8.014275000000026,181.3370235,202.0,-16.655838999999986,32.0
keeganakin,175.60994499999998,186.5,10.890055000000018,181.0549725,195.5,-19.890055000000018,247.7
charliemorton,173.64826,188.0,14.351740000000007,180.82413,274.5,-100.85174,312.0
kuttercrawford,189.32689,172.0,-17.32688999999999,180.663445,173.5,15.826889999999992,0.0
lukeraley,179.538333,180.477956,0.9396230000000116,180.00814450000001,245.0,-65.461667,135.0
jonnydeluca,182.45969000000002,177.51182000000003,-4.947869999999995,179.98575500000004,143.0,39.45969000000002,49.0
eduardbazardo,165.55129499999998,193.5,27.948705000000018,179.5256475,185.5,-19.948705000000018,226.3
jaredkoenig,184.46335499999998,174.5,-9.963354999999979,179.4816775,187.5,-3.0366450000000214,218.5
colewinn,161.902135,197.0,35.09786500000001,179.4510675,119.5,42.40213499999999,89.3
erikmiller,166.995335,190.0,23.00466499999999,178.4976675,101.0,65.99533500000001,93.5
hunterdobbins,191.80181,165.0,-26.80180999999999,178.400905,158.0,33.80180999999999,139.0
mitchellparker,183.350445,173.0,-10.350445000000008,178.17522250000002,118.0,65.35044500000001,308.3
ezequielduran,179.014886,176.94693999999998,-2.0679460000000063,177.980913,186.0,-6.98511400000001,124.0
thairoestrada,179.08450100000002,175.15861,-3.925891000000007,177.1215555,229.0,-49.91549899999998,102.0
amedrosario,178.24799,174.65991999999997,-3.588070000000016,176.45395499999998,118.0,60.24798999999999,133.0
harryford,175.41778399999998,176.77696400000002,1.3591800000000376,176.097374,142.0,33.41778399999998,4.0
tyleraustin,173.721327,177.977489,4.256161999999989,175.84940799999998,122.0,51.721327,0.0
grahamashcraft,168.13034500000003,181.0,12.869654999999966,174.56517250000002,167.5,0.6303450000000339,199.2
bryanking,165.35417,183.0,17.64582999999999,174.177085,176.5,-11.14582999999999,216.5
miguelamaya,181.090995,166.50976599999998,-14.581229000000008,173.8003805,141.0,40.09099499999999,92.0
luiscampusano,182.521376,164.845956,-17.675420000000003,173.68366600000002,128.0,54.521376000000004,6.0
henrydavis,170.741147,175.95993299999998,5.218785999999966,173.35054,195.0,-24.258852999999988,144.0
starlingmarte,171.48544200000003,174.634753,3.1493109999999547,173.0600975,162.0,9.485442000000035,236.0
juanmejia,164.150525,181.5,17.349475000000012,172.8252625,135.0,29.150524999999988,152.7
drewpomeranz,153.88923,191.5,37.61077,172.694615,140.5,13.389229999999998,145.3
calebthielbar,172.151775,173.0,0.8482250000000136,172.5758875,164.5,7.6517749999999864,169.5
jongray,150.63690499999998,194.5,43.863095000000015,172.56845249999998,138.5,12.136904999999985,27.5
kylehigashioka,176.95566699999998,167.61847319999998,-9.337193799999994,172.2870701,241.0,-64.04433300000002,230.0
nickfortes,176.08159899999998,168.438102,-7.643496999999996,172.25985049999997,185.0,-8.918401000000017,139.0
yoendrysgomez,165.2722935,179.0,13.72770650000001,172.13614675,60.0,105.27229349999999,141.8
elvisalvarado,170.17345999999998,173.5,3.3265400000000227,171.83673,128.0,42.17345999999998,100.7
adriandelcastillo,172.764663,168.261006,-4.503657000000004,170.5128345,105.0,67.76466300000001,82.0
brandonsproat,166.87546,173.5,6.624539999999996,170.18773,114.5,52.375460000000004,33.8
chrismartin,161.80360499999998,178.0,16.196395000000024,169.90180249999997,182.0,-20.196395000000024,127.7
mikevasil,161.50046,178.0,16.499539999999996,169.75023,156.0,5.500460000000004,279.0
ajminter,171.71837,167.5,-4.218369999999993,169.609185,106.5,65.21837,28.5
gabespeier,173.097345,166.0,-7.09734499999999,169.5486725,177.0,-3.90265500000001,198.5
drewanderson,185.84061,152.0,-33.84061,168.92030499999998,109.5,76.34061,0.0
mattvierling,167.50991,169.73877799999997,2.228867999999977,168.62434399999998,180.0,-12.49009000000001,58.0
colinrea,183.39946000000006,153.0,-30.39946000000006,168.19973000000005,189.0,-5.600539999999938,393.2
troyjohnston,171.55097999999998,164.09918000000002,-7.451799999999963,167.82508,66.0,105.55097999999998,85.0
isaacmattson,170.085725,165.5,-4.5857249999999965,167.7928625,117.0,53.085725,129.3
sungmunsong,170.0593,163.98724,-6.072059999999993,167.02327000000002,269.0,-98.94069999999999,0.0
blaketreinen,170.34994,163.5,-6.849940000000004,166.92497,129.5,40.849940000000004,87.8
masonmontgomery,158.73422,175.0,16.265780000000007,166.86711,130.0,28.734219999999993,107.5
rhettlowder,167.85219500000002,165.0,-2.852195000000023,166.42609750000003,69.5,98.35219500000002,0.0
angelmartinez,168.17361,164.35237999999998,-3.821230000000014,166.262995,263.0,-94.82639,306.0
josebutto,178.27498,153.0,-25.27498,165.63749,143.5,34.77498,175.0
randalgrichuk,162.32925299999997,168.865356,6.5361030000000255,165.59730449999998,151.0,11.329252999999966,189.0
aaronashby,172.54116000000002,158.5,-14.04116000000002,165.52058,144.5,28.04116000000002,232.3
michaelkelly,167.888785,160.5,-7.388785000000013,164.1943925,179.0,-11.111214999999987,128.3
tylerphillips,154.483065,173.5,19.01693499999999,163.9915325,128.0,26.48306500000001,197.8
robrefsnyder,163.02445799999998,164.466203,1.4417450000000258,163.7453305,155.0,8.024457999999981,178.0
oswaldperaza,161.16098,165.151674,3.990694000000019,163.156327,103.0,58.160979999999995,142.0
stevenokert,160.823312,165.0,4.176688000000013,162.911656,173.5,-12.676688000000013,210.3
pjpoulin,166.60432,158.5,-8.104320000000001,162.55216000000001,100.5,66.10432,77.3
dominicsmith,162.699734,161.977651,-0.7220829999999978,162.3386925,170.0,-7.3002659999999935,165.0
ryanzeferjahn,155.15099,169.5,14.349009999999993,162.325495,154.5,0.6509900000000073,193.0
adamfrazier,164.89511000000002,159.73658999999998,-5.158520000000038,162.31585,114.0,50.89511000000002,290.0
troymelton,173.91022,150.0,-23.91022000000001,161.95511,198.5,-24.58977999999999,119.8
ryanthompson,171.09644999999998,152.5,-18.596449999999976,161.798225,167.0,4.096449999999976,112.2
danemyers,162.731561,160.76531899999998,-1.9662420000000225,161.74844,186.0,-23.268439,221.0
jordanromano,181.11703,142.0,-39.11703,161.558515,183.5,-2.3829700000000003,160.8
javiersanoja,159.73349,162.33186,2.598370000000017,161.03267499999998,193.0,-33.26651000000001,232.5
julianfernandez,160.8562,161.0,0.14379999999999882,160.9281,41.0,119.8562,19.5
eriksabrowski,163.06621,158.5,-4.566210000000012,160.783105,113.0,50.06621000000001,75.7
tylerkinley,168.231375,153.0,-15.231375000000014,160.6156875,166.0,2.231375000000014,231.8
isiahkinerfalefa,162.55358,158.48846500000002,-4.065114999999992,160.52102250000002,165.0,-2.446419999999989,281.0
alexisdiaz,171.48296,149.0,-22.48295999999999,160.24148,113.0,58.48295999999999,30.3
spencerbivens,157.24597,162.5,5.25403,159.872985,174.5,-17.25403,200.5
enriquehernandez,158.41477600000002,160.663588,2.2488119999999867,159.539182,125.0,33.41477600000002,168.0
piercejohnson,159.05723500000002,159.0,-0.05723500000001991,159.0286175,150.0,9.05723500000002,161.0
anthonybender,160.79838,157.0,-3.7983800000000087,158.89919,146.5,14.298380000000009,172.0
patricksandoval,161.38771500000001,156.0,-5.387715000000014,158.6938575,113.0,48.387715000000014,0.0
brooksraley,152.65832500000002,164.0,11.34167499999998,158.3291625,151.5,1.1583250000000191,88.3
mccadebrown,151.559055,164.5,12.940945,158.0295275,42.0,109.559055,27.3
roberthasselliii,158.38610400000002,157.64670499999997,-0.7393990000000485,158.0164045,248.0,-89.61389599999998,119.0
rynestanek,156.67091,159.0,2.329090000000008,157.835455,140.0,16.670909999999992,163.0
jakobjunis,163.264655,151.5,-11.764655000000005,157.3823275,158.0,5.264655000000005,163.3
justinslaten,164.78391499999998,148.5,-16.28391499999998,156.6419575,149.0,15.783914999999979,108.5
wilmerflores,158.423947,149.95624499999997,-8.467702000000031,154.19009599999998,39.0,119.423947,317.0
gregweissert,152.830595,155.0,2.169405000000012,153.9152975,180.5,-27.669405000000012,229.5
josetena,155.560943,151.584368,-3.976574999999997,153.5726555,121.0,34.56094300000001,111.0
josetrevino,155.67482,151.3544028,-4.3204172000000085,153.5146114,120.0,35.67482000000001,166.0
samhaggerty,153.60552,151.24811,-2.3574100000000158,152.426815,81.0,72.60552000000001,146.0
eversonpereira,157.571971,146.948688,-10.623282999999986,152.2603295,70.0,87.57197099999999,42.0
brockburke,149.71427,152.0,2.285730000000001,150.857135,137.5,12.214269999999999,182.8
kylekarros,149.472699,150.981509,1.5088099999999827,150.227104,294.0,-144.527301,84.0
davidfry,151.13463700000003,148.885691,-2.248946000000018,150.01016400000003,143.0,8.134637000000026,105.0
jonahheim,149.805111,149.0542037,-0.7509073000000228,149.42965735,40.0,109.80511100000001,251.0
masatakayoshida,150.956781,146.747363,-4.209417999999999,148.85207200000002,247.0,-96.043219,134.0
kylewright,153.41384,144.0,-9.413839999999993,148.70692,51.0,102.41384,0.0
hunterfeduccia,153.261454,144.132827,-9.128626999999994,148.6971405,161.0,-7.738546000000014,48.0
davidmorgan,141.382776,156.0,14.617223999999993,148.69138800000002,132.5,8.882776000000007,110.7
kadestrowd,127.84061,169.5,41.65939,148.67030499999998,108.5,19.340609999999998,56.7
thomaswhite,123.247255,173.5,50.252745000000004,148.3736275,50.5,72.747255,0.0
ericorze,140.585335,156.0,15.414665000000014,148.2926675,101.5,39.085334999999986,119.3
joemack,150.67798200000001,145.322815,-5.355167000000023,148.00039850000002,43.0,107.67798200000001,0.0
angelzerpa,145.12784799999997,150.5,5.372152000000028,147.813924,139.5,5.627847999999972,161.8
johnschreiber,144.96864999999997,150.0,5.031350000000032,147.48432499999998,171.5,-26.53135000000003,164.5
aaronbummer,146.765165,148.0,1.234835000000004,147.3825825,152.5,-5.734835000000004,127.2
tannerbanks,144.58291400000002,150.0,5.417085999999983,147.291457,156.0,-11.417085999999983,208.2
masonenglert,138.935865,155.0,16.064134999999993,146.96793250000002,127.0,11.935865000000007,86.8
carmenmlodzinski,151.30736000000002,142.5,-8.807360000000017,146.90368,164.0,-12.692639999999983,231.5
edmundososa,147.19622999999999,146.39622999999997,-0.8000000000000114,146.79622999999998,208.0,-60.803770000000014,197.0
tyleralexander,148.330231,145.0,-3.3302309999999977,146.6651155,159.5,-11.169769000000002,213.8
jamesoutman,149.22897,144.07921000000002,-5.149759999999986,146.65409,195.0,-45.771029999999996,89.0
ramonurias,145.819782,147.137502,1.3177200000000084,146.478642,99.0,46.819782000000004,247.0
tristoncasas,148.78605900000002,144.087208,-4.698851000000019,146.43663350000003,219.0,-70.21394099999998,59.0
emersonhancock,129.31536,163.5,34.18464,146.40768,82.0,47.31536,170.5
connorphillips,155.72531499999997,136.0,-19.725314999999966,145.86265749999998,84.5,71.22531499999997,111.5
colinselby,133.974285,157.5,23.52571499999999,145.7371425,83.0,50.97428500000001,28.0
blakeperkins,146.78873,141.35068,-5.438049999999976,144.069705,120.0,26.788729999999987,128.0
stephenkolek,149.67172,137.5,-12.171719999999993,143.58586,140.5,9.171719999999993,245.3
ottokemp,143.552519,143.51261399999999,-0.03990500000000452,143.53256649999997,194.0,-50.44748100000001,158.0
mattfesta,145.17702,141.5,-3.677019999999999,143.33850999999999,145.5,-0.32298000000000116,158.3
justinlawrence,138.803025,147.5,8.696975000000009,143.1515125,70.0,68.80302499999999,57.8
travisdarnaud,141.68341900000001,144.408857,2.725437999999997,143.046138,143.0,-1.3165809999999851,127.0
garysanchez,144.323201,141.538640393,-2.784560607000003,142.9309206965,128.0,16.32320100000001,84.0
braydonfisher,144.66573499999998,139.0,-5.665734999999984,141.8328675,155.5,-10.834265000000016,190.0
tylerlocklear,143.394239,140.22852799999998,-3.165711000000016,141.81138349999998,125.0,18.394239,63.0
connorprielipp,136.31518999999997,146.5,10.184810000000027,141.407595,37.0,99.31518999999997,0.0
keidermontero,153.48312500000003,128.5,-24.98312500000003,140.99156250000001,126.0,27.48312500000003,195.3
mitchgarver,140.405201,141.212435,0.807233999999994,140.808818,217.0,-76.594799,185.0
danielschneemann,140.598309,140.81785299999999,0.21954399999998486,140.708081,287.0,-146.401691,282.0
dietrichenns,134.338215,147.0,12.661785000000009,140.6691075,88.0,46.33821499999999,138.2
connorwong,139.23779199999998,141.77910999999997,2.5413179999999898,140.50845099999998,139.0,0.23779199999998468,84.0
scottbarlow,129.297595,151.5,22.202405,140.3987975,145.0,-15.702404999999999,199.2
jeremiahjackson,141.307293,138.939124,-2.3681689999999946,140.12320849999998,70.0,71.30729299999999,130.0
josefermin,144.331795,135.11445,-9.217344999999995,139.7231225,110.0,34.331795,52.0
charliecondon,140.654486,137.897445,-2.7570409999999868,139.27596549999998,114.0,26.65448599999999,0.0
enyeldelossantos,139.077894,139.0,-0.07789399999998636,139.038947,133.5,5.577893999999986,178.5
ryanfernandez,139.15671500000002,138.5,-0.6567150000000197,138.8283575,80.0,59.15671500000002,52.2
braxtonfulford,139.56926,137.97035,-1.5989100000000178,138.76980500000002,108.0,31.569260000000014,73.0
benwilliamson,141.098324,136.31673,-4.781593999999984,138.707527,77.0,64.09832399999999,169.0
bennettsousa,138.50205,138.5,-0.0020499999999969987,138.501025,147.0,-8.497950000000003,208.3
travisbazzana,142.07407999999998,134.113279,-7.960800999999975,138.0936795,94.0,48.07407999999998,0.0
yenniercano,136.92643500000003,139.0,2.0735649999999737,137.9632175,163.5,-26.573564999999974,141.5
jordanhicks,128.09579,146.5,18.404210000000006,137.29789499999998,126.0,2.095789999999994,120.7
drewgilbert,139.44329,134.431183,-5.012106999999986,136.93723649999998,59.0,80.44328999999999,70.0
dreyjameson,130.74489000000003,142.5,11.755109999999974,136.62244500000003,38.0,92.74489000000003,11.5
andrewnardi,127.05719000000002,146.0,18.94280999999998,136.528595,140.0,-12.94280999999998,0.0
drewthorpe,124.029435,148.5,24.470564999999993,136.26471750000002,74.0,50.02943500000001,0.0
tommynance,129.50849999999997,142.5,12.99150000000003,136.00424999999998,106.5,23.00849999999997,91.8
nickmears,137.75938,134.0,-3.759379999999993,135.87968999999998,143.0,-5.240620000000007,169.3
hobymilner,133.990745,137.5,3.509254999999996,135.7453725,163.0,-29.009254999999996,153.2
justynhenrymalloy,135.568596,135.812962,0.2443659999999852,135.69077900000002,89.0,46.568596000000014,85.0
christaylor,134.36935100000002,136.717708,2.3483569999999645,135.5435295,106.0,28.369351000000023,76.0
ryanritter,138.76557,132.04207,-6.723500000000001,135.40382,216.0,-77.23443,124.0
ajpuk,102.12906999999998,168.5,66.37093000000002,135.31453499999998,90.0,12.129069999999984,59.5
daltonrushing,135.78044400000002,134.639303,-1.1411410000000046,135.20987350000001,199.0,-63.21955599999998,96.0
luistorrens,135.19898,135.02006,-0.17892000000000507,135.10952,153.0,-17.801019999999994,162.0
liamhicks,138.291779,131.465945,-6.825833999999986,134.878862,229.0,-90.70822100000001,253.0
lakebachar,134.20924,135.0,0.7907600000000059,134.60462,157.0,-22.790760000000006,252.0
grantanderson,127.42402900000002,141.0,13.575970999999981,134.2120145,151.0,-23.57597099999998,163.3
brennanbernardino,127.17120000000001,141.0,13.828799999999987,134.0856,104.0,23.171200000000013,144.3
brendonlittle,127.53047899999999,139.5,11.969521000000015,133.5152395,170.5,-42.969521000000015,207.2
brandoneisert,135.594665,131.0,-4.594664999999992,133.29733249999998,156.5,-20.905335000000008,176.8
wandyperalta,133.904073,132.5,-1.404073000000011,133.20203650000002,157.0,-23.09592699999999,192.3
timhill,131.87787,134.5,2.6221299999999985,133.18893500000001,123.0,8.877870000000001,151.0
taylorclarke,131.78787,134.5,2.712130000000002,133.143935,116.0,15.787869999999998,130.7
bryceelder,141.278805,122.5,-18.778805000000006,131.88940250000002,216.0,-74.721195,319.7
calebferguson,126.23276499999999,137.5,11.267235000000014,131.8663825,159.0,-32.767235000000014,164.7
jasonadam,127.959085,135.0,7.040914999999998,131.4795425,198.0,-70.040915,227.7
jovanimoran,124.38123,138.5,14.118769999999998,131.440615,55.0,69.38123,6.0
jakebird,125.08209999999998,137.5,12.417900000000017,131.29104999999998,142.5,-17.417900000000017,138.7
paulblackburn,136.082733,126.0,-10.08273299999999,131.04136649999998,164.0,-27.91726700000001,65.0
jacksonrutledge,131.958875,130.0,-1.9588750000000061,130.97943750000002,128.0,3.958875000000006,145.7
jonathanbowlan,126.14014399999999,135.0,8.859856000000008,130.57007199999998,127.0,-0.8598560000000077,98.7
blainecrim,131.82305399999998,128.489001,-3.334052999999983,130.1560275,129.0,2.823053999999985,59.0
huascarbrazoban,126.49978999999999,133.5,7.00021000000001,129.99989499999998,168.5,-42.00021000000001,187.0
timherrin,127.31880500000001,132.5,5.181194999999988,129.9094025,111.5,15.818805000000012,120.8
branthurter,127.04311499999999,131.5,4.456885000000014,129.2715575,156.5,-29.456885000000014,189.5
javierassad,139.858145,118.5,-21.358145000000007,129.17907250000002,176.5,-36.64185499999999,97.5
ryanyarbrough,139.85278000000002,118.0,-21.852780000000024,128.92639000000003,170.5,-30.647219999999976,152.5
zackkelly,124.98478399999999,131.5,6.5152160000000094,128.242392,102.5,22.48478399999999,72.7
samhentges,117.67747899999998,138.5,20.822521000000023,128.08873949999997,71.0,46.67747899999998,0.0
ryangusto,130.422625,125.5,-4.922625000000011,127.9613125,55.5,74.92262500000001,228.8
porterhodge,125.875755,130.0,4.124245000000002,127.9378775,130.5,-4.624245000000002,97.0
baileyfalter,141.13975499999998,114.5,-26.63975499999998,127.81987749999999,128.0,13.13975499999998,258.7
bryceteodosio,130.79122999999998,124.16043199999999,-6.630797999999999,127.47583099999999,70.0,60.791229999999985,84.0
alexverdugo,126.20603,128.486861,2.2808310000000063,127.3464455,210.0,-83.79397,108.0
kyleharrison,123.342165,130.5,7.157835000000006,126.9210825,179.0,-55.657835000000006,78.3
caseylegumina,114.49143099999999,139.0,24.50856900000001,126.74571549999999,109.5,4.9914309999999915,126.3
gordongraceffo,130.111416,122.5,-7.611415999999991,126.305708,89.5,40.61141599999999,103.5
brentsuter,105.51767799999999,147.0,41.48232200000001,126.258839,155.0,-49.48232200000001,119.8
justinwrobleski,118.996895,133.5,14.503105000000005,126.2484475,153.0,-34.003105000000005,204.8
benbrown,136.92207000000002,115.0,-21.92207000000002,125.96103500000001,217.5,-80.57792999999998,245.2
benjoyce,120.83195,129.5,8.668049999999994,125.165975,228.0,-107.16805,13.7
yukimatsui,123.44949999999999,126.5,3.0505000000000138,124.97475,159.5,-36.050500000000014,156.7
ericlauer,136.919265,112.5,-24.419264999999996,124.7096325,163.0,-26.080735000000004,305.3
jorgemateo,126.06282,123.33826,-2.7245599999999968,124.70054,93.0,33.06282,67.0
eduarnielnunez,109.902676,139.0,29.097324,124.45133799999999,42.0,67.902676,22.8
oswaldocabrera,129.297126,119.410572,-9.88655399999999,124.353849,78.0,51.29712599999999,74.0
luisgarcia,109.938014,138.0,28.061986000000005,123.969007,141.0,-31.061986000000005,137.2
jacksuwinski,125.186782,122.721871,-2.4649110000000007,123.9543265,147.0,-21.813218000000006,105.0
yohanramirez,106.59808000000001,141.0,34.40191999999999,123.79904,91.5,15.09808000000001,95.2
bradybasso,135.02358,112.5,-22.52358000000001,123.76179,57.5,77.52358000000001,27.8
brusdargraterol,110.893825,136.5,25.606174999999993,123.6969125,75.5,35.39382500000001,0.0
connellyearly,142.784525,104.5,-38.284525,123.6422625,200.5,-57.715475,61.7
travisadams,119.762444,126.5,6.737555999999998,123.13122200000001,82.0,37.762444,50.8
miguelrojas,125.3122,120.165443,-5.146757000000008,122.7388215,159.0,-33.687799999999996,211.0
cadegibson,126.394434,119.0,-7.394434000000004,122.697217,142.0,-15.605565999999996,140.8
colesulser,114.31935699999998,131.0,16.680643000000018,122.65967849999998,75.0,39.31935699999998,68.8
bencasparius,115.75975100000001,129.5,13.740248999999991,122.6298755,186.0,-70.24024899999999,225.3
justinturner,123.784342,120.88532900000001,-2.8990129999999823,122.3348355,139.0,-15.215658000000005,107.0
jacobwebb,119.14726800000001,125.5,6.352731999999989,122.323634,148.5,-29.35273199999999,193.0
haydenbirdsong,124.19467000000002,120.0,-4.194670000000016,122.09733500000002,131.0,-6.805329999999984,152.8
natepearson,111.165795,133.0,21.834204999999997,122.0828975,89.0,22.165795000000003,4.8
tobiasmyers,120.56115,123.0,2.438850000000002,121.780575,111.5,9.061149999999998,93.8
dlhall,122.88516999999999,120.5,-2.385169999999988,121.692585,106.0,16.885169999999988,78.8
darellhernaiz,121.63216300000002,121.57233,-0.059833000000026004,121.6022465,152.0,-30.36783699999998,109.0
joelpayamps,110.92171,132.0,21.078289999999996,121.46085500000001,88.5,22.421710000000004,45.7
alexcobb,118.901075,124.0,5.098924999999994,121.4505375,122.5,-3.598924999999994,0.0
carlosvargas,113.63025,128.0,14.369749999999996,120.815125,143.5,-29.869749999999996,178.5
brenanhanifee,112.04786999999997,128.5,16.452130000000025,120.273935,133.0,-20.952130000000025,129.5
jakerogers,122.287895,118.211743,-4.0761520000000075,120.249819,154.0,-31.712104999999994,90.0
jamesmccann,122.05129099999999,117.80638,-4.244910999999988,119.92883549999999,106.0,16.051290999999992,100.0
johnathanrodriguez,125.04718299999999,114.41164599999999,-10.635537,119.72941449999999,68.0,57.04718299999999,50.0
paulsewald,116.86864499999999,122.5,5.631355000000013,119.6843225,220.0,-103.13135500000001,67.3
mattgage,113.18505599999999,126.0,12.814944000000011,119.59252799999999,81.5,31.68505599999999,53.5
davidfesta,129.12523,110.0,-19.125229999999988,119.562615,139.5,-10.374770000000012,121.7
paytontolle,123.87933999999998,114.5,-9.379339999999985,119.18966999999999,235.5,-111.62066000000002,27.7
ryanmountcastle,118.47340200000001,119.79174300000001,1.3183410000000038,119.13257250000001,294.0,-175.52659799999998,216.0
daniellynchiv,123.71737,114.5,-9.217370000000003,119.10868500000001,131.5,-7.7826299999999975,178.3
alanroden,122.819781,115.046543,-7.773238000000006,118.93316200000001,212.0,-89.180219,82.0
willklein,104.87802499999998,132.5,27.62197500000002,118.68901249999999,39.5,65.37802499999998,44.7
jadenhill,112.81129800000001,124.5,11.688701999999992,118.65564900000001,89.0,23.811298000000008,67.7
brentheadrick,109.222497,127.5,18.277502999999996,118.3612485,75.5,33.722497000000004,55.5
ianhamilton,109.75970899999999,126.5,16.740291000000013,118.1298545,113.0,-3.2402910000000134,97.5
jordanlawlar,117.9596,118.28024,0.3206400000000116,118.11992000000001,367.0,-249.0404,44.0
justinmartinez,99.00797,137.0,37.99203,118.003985,53.5,45.50797,94.7
ricogarcia,104.303135,131.5,27.196865000000003,117.9015675,84.0,20.303134999999997,74.2
adbertalzolay,112.544765,123.0,10.455235000000002,117.77238249999999,104.0,8.544764999999998,0.0
andruwmonasterio,117.15362499999999,118.27706900000001,1.1234440000000205,117.71534700000001,63.0,54.15362499999999,103.0
brandyngarcia,108.51799,126.5,17.982010000000002,117.508995,46.5,62.01799,20.2
griffmcgarry,106.26521,128.5,22.234790000000004,117.382605,90.0,16.265209999999996,0.0
tommykahnle,113.53420499999999,121.0,7.465795000000014,117.2671025,197.5,-83.96579500000001,203.5
nathanchurch,120.269736,113.874775,-6.394960999999995,117.0722555,41.0,79.269736,39.0
connorbrogdon,107.63862,126.0,18.361379999999997,116.81931,111.0,-3.361379999999997,112.5
trevormcdonald,121.487425,112.0,-9.487425000000002,116.7437125,137.0,-15.512574999999998,43.5
ryanbergert,124.86151500000001,108.0,-16.86151500000001,116.4307575,79.5,45.36151500000001,166.2
jackdreyer,102.470435,130.0,27.529565000000005,116.2352175,208.0,-105.529565,231.7
dannycoulombe,106.2028,125.5,19.297200000000004,115.8514,126.0,-19.797200000000004,133.0
codyfreeman,118.623032,112.310517,-6.3125149999999906,115.4667745,78.0,40.623031999999995,74.0
justinwilson,104.64643299999999,125.5,20.853567000000012,115.0732165,120.0,-15.353567000000012,140.7
adaelamador,113.75163999999998,115.99461399999998,2.242974000000004,114.87312699999998,80.0,33.75163999999998,59.0
stevenwilson,103.64774099999998,125.5,21.852259000000018,114.5738705,123.0,-19.352259000000018,143.2
bradgleyrodriguez,103.84555999999999,125.0,21.154440000000008,114.42277999999999,42.5,61.34555999999999,28.3
piersonohl,103.719195,125.0,21.280805,114.3595975,59.0,44.719195,47.5
austinwarren,102.517575,125.0,22.482425000000006,113.7587875,55.5,47.017574999999994,32.2
alexlange,107.96555500000001,119.5,11.534444999999991,113.7327775,71.5,36.46555500000001,1.5
zacharymaxwell,97.20797999999999,129.5,32.29202000000001,113.35399,52.0,45.20797999999999,21.0
jonberti,116.372765,109.75896300000001,-6.613801999999993,113.065864,93.0,23.372765,66.0
