name,pos_string,player_mlb_org,player_age,abbrev,contract_type,contract_years,contract_dollars,fp_atc,fp_alt,alt-atc,fp_avg,fp_e,atc-e
Curt Casali,C/UTIL,,,,,,,,,,,,
Yan Gomes,C/UTIL,,,,,,,,,,,,
Yasmani Grandal,C/UTIL,,,,,,,,,,,,
Ike Irish,C/1B/OF/UTIL,,,,,,,,,,,,
Eric Yang,C/UTIL,,,,,,,,,,,,
Antonio Gomez,C/UTIL,,,,,,,0.0,1.6,0.0,0.0,0.0,0.0
Grant Koch,C/UTIL,,,,,,,,,,,,
Malcolm Moore,C/UTIL,,,,,,,,,,,,
Daiverson Gutierrez,C/UTIL,,,,,,,,,,,,
Alfredo Duno,C/UTIL,,,,,,,,,,,,
Enrique Jimenez,C/1B/UTIL,,,,,,,,,,,,
Tucker Barnhart,C/UTIL,FA,35.0,,,,,,,,,,
Rob Brantly,C/UTIL,FA,36.0,,,,,,,,,,
Martin Maldonado,C/UTIL,FA,39.0,,,,,,,,,,
Austin Nola,C/UTIL,FA,36.0,,,,,,,,,,
Omar Narvaez,C/UTIL,FA,34.0,,,,,,,,,,
