name,pos_string,player_mlb_org,player_age,abbrev,contract_type,contract_years,contract_dollars,fp_atc,fp_alt,alt-atc,fp_avg,fp_e,atc-e
Jordan Hicks,SP/RP,CHW,29.0,,,,,128.09579,146.5,18.40421000000001,137.29789499999998,126.0,2.095789999999994
Keider Montero,SP/RP,DET,25.0,,,,,153.48312500000003,128.5,-24.98312500000003,140.9915625,126.0,27.48312500000003
Carlos Carrasco,SP,ATL,39.0,,,,,,,,,,
Jose De Leon,SP/RP,FA,33.0,,,,,0.0,4.69472,0.0,0.0,124.5,-124.5
Roansy Contreras,SP/RP,COL,26.0,,,,,0.0,3.72436,0.0,0.0,123.5,-123.5
Alex Cobb,SP,,,,,,,118.901075,124.0,5.098924999999994,121.4505375,122.5,-3.598924999999994
Jacob Latz,SP/RP,TEX,30.0,,,,,228.76763900000003,234.5,5.732360999999969,231.6338195,122.5,106.26763900000005
Jason Alexander,SP,HOU,33.0,,,,,112.81262000000002,86.5,-26.312620000000024,99.65631000000002,122.0,-9.187379999999976
Cooper Criswell,SP/RP,SEA,29.0,,,,,95.38599499999998,107.0,11.61400500000002,101.1929975,120.5,-25.11400500000002
Jack Kochanowicz,SP,LAA,25.0,,,,,47.39688000000001,45.0,-2.39688000000001,46.198440000000005,118.0,-70.60311999999999
Mitchell Parker,SP,WSN,26.0,SF,aaa_opt,1.0,0.0,183.350445,173.0,-10.350445000000008,178.17522250000002,118.0,65.35044500000001
Wade Miley,SP,FA,39.0,,,,,75.486115,79.0,3.513885000000002,77.24305749999999,115.0,-39.513885
Brandon Sproat,SP,MIL,25.0,ORl,contract,5.0,1.0,166.87546,173.5,6.624539999999996,170.18773,114.5,52.37546
Colton Gordon,SP,HOU,27.0,,,,,99.24226,86.0,-13.242260000000002,92.62113,113.0,-13.757739999999998
Patrick Sandoval,SP,,,,,,,161.387715,156.0,-5.387715000000014,158.6938575,113.0,48.387715000000014
Brandon Young,SP,BAL,27.0,,,,,65.10501000000001,81.5,16.394989999999993,73.302505,113.0,-47.89498999999999
Luis Garcia,SP,FA,29.0,RW,pre_arb,2.0,1.0,121.480215,5.9635,-115.516715,63.7218575,113.0,8.480215000000001
Logan Evans,SP,SEA,25.0,,,,,131.98448000000002,0.0,0.0,0.0,112.0,19.98448000000002
Kyle Hart,SP/RP,SDP,33.0,WCS,aaa_opt,1.0,0.0,125.91607,98.0,-27.91606999999999,111.958035,112.0,13.91606999999999
Tobias Myers,SP/RP,NYM,27.0,SF,aaa_opt,1.0,0.0,120.56115,123.0,2.438850000000002,121.780575,111.5,9.061149999999998
Jordan Montgomery,SP,,,,,,,163.27239020000005,211.0,47.727609799999954,187.1361951,110.5,52.772390200000046
Drew Anderson,SP,,,,,,,185.84061,152.0,-33.84061,168.92030499999998,109.5,76.34061
Tanner McDougal,SP,,,,,,,50.86701,76.0,25.13299,63.433505,109.5,-58.63299
Jose Urquidy,SP,FA,31.0,,,,,172.66339499999998,200.0,27.33660500000002,186.3316975,108.5,64.16339499999998
Luis Medina,SP,,,,,,,210.026615,196.5,-13.526614999999993,203.2633075,100.0,110.026615
Antonio Senzatela,SP,COL,31.0,,,,,93.73499,87.0,-6.734989999999996,90.367495,99.5,-5.765010000000004
Mitch Spence,SP/RP,ATH,28.0,RW,aaa_opt,1.0,0.0,75.434458,73.0,-2.4344580000000065,74.217229,99.5,-24.065541999999997
Chase Petty,SP,CIN,23.0,,,,,76.65584000000001,89.5,12.844159999999988,83.07792,98.0,-21.344159999999988
Mason Black,SP,KCR,26.0,,,,,70.14738,72.5,2.3526200000000017,71.32369,94.0,-23.85262
Easton Lucas,SP,FA,29.0,,,,,0.0,4.68058,0.0,0.0,91.0,-91.0
Alek Manoah,SP,,,,,,,188.08121,207.0,18.91879,197.540605,90.5,97.58121
Bowden Francis,SP,TOR,30.0,MJ,contract,2.0,1.1,93.911665,72.0,-21.911665,82.9558325,90.0,3.9116649999999993
Griff McGarry,SP,,,,,,,106.26521,128.5,22.234790000000004,117.382605,90.0,16.265209999999996
Austin Gomber,SP,TEX,32.0,DET,aaa_opt,1.0,0.0,77.5210955,75.5,-2.0210955000000013,76.51054775,88.5,-10.9789045
Kai-Wei Teng,SP,HOU,27.0,,,,,72.094075,77.0,4.905924999999996,74.5470375,88.0,-15.905924999999996
Spencer Turnbull,SP,FA,33.0,,,,,90.896755,103.5,12.603244999999989,97.1983775,87.0,3.896755000000013
Adam Mazur,SP,MIA,25.0,,,,,74.112605,77.0,2.887394999999998,75.5563025,86.5,-12.387394999999998
Bryse Wilson,SP/RP,PHI,28.0,,,,,43.8908425,53.5,9.609157500000002,48.69542125,86.5,-42.6091575
Thomas Harrington,SP,PIT,24.0,CR,aa,,0.0,37.6305905,26.0,-11.630590499999997,31.81529525,86.0,-48.3694095
Joey Wentz,SP/RP,ATL,28.0,,,,,109.3849136,91.0,-18.38491359999999,100.1924568,86.0,23.38491359999999
Matt Waldron,SP,SDP,29.0,,,,,83.84936,74.5,-9.349360000000004,79.17468,84.5,-0.6506399999999957
Robert Stock,SP,BOS,36.0,,,,,0.0,6.8616,0.0,0.0,83.5,-83.5
Emerson Hancock,SP,SEA,27.0,,,,,129.31536,163.5,34.18464,146.40768,82.0,47.31536
Clarke Schmidt,SP,NYY,30.0,CR,arb1,,0.0,68.79776000000001,71.5,2.702239999999989,70.14888,82.0,-13.202239999999987
Davis Daniel,SP/RP,FA,29.0,,,,,0.0,5.505979999999999,0.0,0.0,81.0,-81.0
Ryan Bergert,SP,KCR,26.0,,,,,124.861515,108.0,-16.86151500000001,116.4307575,79.5,45.36151500000001
Cal Quantrill,SP,FA,31.0,,,,,81.591795,34.5,-47.091795000000005,58.0458975,79.0,2.5917950000000047
Joey Gerber,SP/RP,NYM,29.0,,,,,37.682302500000006,46.5,8.817697499999994,42.09115125,79.0,-41.3176975
River Ryan,SP,,,BS,aa,,0.0,71.542715,96.0,24.457285,83.7713575,78.5,-6.957284999999999
Winston Santos,SP,,,,,,,,,,,,
Coleman Crow,SP,,,,,,,65.17987,74.0,8.820130000000006,69.589935,78.0,-12.820130000000006
Nabil Crismatt,SP,FA,31.0,,,,,10.51536476,4.93796,-5.57740476,7.72666238,77.0,-66.48463524
David Davalillo,SP,,,,,,,0.0,8.30138,0.0,0.0,77.0,-77.0
Bryan Sammons,SP,,,,,,,0.0,6.42496,0.0,0.0,75.0,-75.0
DJ Herz,SP,,,SF,aa,,0.0,61.4610935,60.5,-0.961093500000004,60.98054675,75.0,-13.538906499999996
Drew Thorpe,SP,,,CR,aa,,0.0,124.029435,148.5,24.470564999999997,136.26471750000002,74.0,50.02943500000001
Keegan Thompson,SP/RP,,,,,,,64.353495,78.0,13.646505000000005,71.1767475,73.5,-9.146505000000005
Jose Suarez,SP/RP,ATL,28.0,,,,,42.208073000000006,37.5,-4.708073000000006,39.85403650000001,72.0,-29.791926999999998
Rhett Lowder,SP,,,WCS,aa,,0.0,167.85219500000002,165.0,-2.852195000000023,166.42609750000005,69.5,98.35219500000002
Gavin Stone,SP,,,WCS,aa,,0.0,60.336301500000005,66.0,5.663698499999995,63.16815075,68.5,-8.163698499999995
Sam Benschoter,SP/RP,,,,,,,24.715995,0.0,0.0,0.0,67.0,-42.284005
Ben Lively,SP,FA,34.0,,,,,8.9009625,6.39644,-2.5045225,7.64870125,66.0,-57.0990375
Jedixson Paez,SP,,,,,,,68.655185,79.0,10.344814999999995,73.82759250000001,66.0,2.655185000000003
Brandon Williamson,SP,,,,,,,98.459195,98.5,0.0408050000000059,98.4795975,65.0,33.459194999999994
Ixan Henderson,SP,,,,,,,0.0,7.6328,0.0,0.0,63.5,-63.5
Sam Aldegheri,SP,LAA,24.0,,,,,72.101945,61.5,-10.601945,66.8009725,63.0,9.101945
Tony Gonsolin,SP,LAD,32.0,YB,aaa_opt,1.0,0.0,45.178825,8.28036,-36.898465,26.7295925,63.0,-17.821175000000004
Jean Cabrera,SP,,,,,,,16.226792,14.0,-2.226792,15.113396,62.5,-46.273208
Yoniel Curet,SP,,,,,,,12.2086435,11.5,-0.7086434999999991,11.85432175,62.5,-50.2913565
George Klassen,SP,,,,,,,46.584273,61.0,14.415726999999997,53.7921365,60.0,-13.415726999999997
Yoendrys Gomez,SP/RP,TBR,26.0,,,,,165.2722935,179.0,13.72770650000001,172.13614675,60.0,105.2722935
Mick Abel,SP,MIN,24.0,,,,,203.89548499999995,204.5,0.604515000000049,204.1977425,59.5,144.39548499999995
Zack Thompson,SP,,,,,,,0.0,16.0,0.0,0.0,58.5,-58.5
Daniel Espino,SP,,,,,,,0.0,55.0,0.0,0.0,57.5,-57.5
Henry Baez,SP,,,,,,,33.770090999999994,36.0,2.2299090000000064,34.8850455,57.5,-23.729909000000006
Travis Sykora,SP,,,ORl,aa,,0.0,0.0,7.47338,0.0,0.0,56.5,-56.5
Ryan Gusto,SP/RP,MIA,27.0,,,,,130.422625,125.5,-4.922625000000011,127.9613125,55.5,74.92262500000001
Jovani Moran,SP/RP,BOS,29.0,,,,,124.38123,138.5,14.118769999999998,131.440615,55.0,69.38123
Jurrangelo Cijntje,SP,,,,,,,0.0,6.26154,0.0,0.0,53.5,-53.5
Ronel Blanco,SP,HOU,32.0,,,,,45.3628135,25.5,-19.862813499999994,35.431406749999994,52.5,-7.137186500000006
Hagen Smith,SP,,,RW,aa,,0.0,0.0,6.86248,0.0,0.0,52.0,-52.0
Kyle Wright,SP,,,,,,,153.41384,144.0,-9.413839999999992,148.70692,51.0,102.41384
Doug Nikhazy,SP,CLE,26.0,,,,,52.1762555,56.5,4.323744500000004,54.33812775,50.5,1.6762554999999963
Carson Whisenhunt,SP,SFG,25.0,MJ,aa,,0.0,61.390475,60.0,-1.390475000000002,60.695237500000005,50.5,10.890475000000002
Thomas White,SP,,,DCT,aa,,0.0,123.247255,173.5,50.252745,148.3736275,50.5,72.747255
Freddy Tarnok,SP/RP,FA,27.0,,,,,0.0,3.82546,0.0,0.0,50.0,-50.0
Carson Ragsdale,SP/RP,FA,28.0,,,,,0.0,5.5784,0.0,0.0,48.0,-48.0
Adam Macko,SP/RP,,,,,,,21.3031375,12.0,-9.303137500000002,16.651568750000003,47.0,-25.6968625
Sammy Peralta,SP/RP,MIL,28.0,,,,,51.459163,71.0,19.540837,61.2295815,47.0,4.459163000000004
AJ Smith-Shawver,SP,ATL,23.0,SZ,aa,,0.0,15.607149499999998,11.5,-4.107149499999999,13.55357475,45.0,-29.3928505
Hayden Wesneski,SP,HOU,28.0,DCT,aaa_opt,1.0,0.0,56.9880335,62.5,5.5119665,59.74401675,45.0,11.9880335
Julian Aguiar,SP,,,,,,,62.523005,56.5,-6.023004999999998,59.5115025,44.5,18.023005
Landon Knack,SP,LAD,28.0,,,,,54.33702799999999,48.5,-5.837027999999989,51.418514,44.5,9.83702799999999
Connor Seabold,SP/RP,TOR,30.0,,,,,0.0,3.90882,0.0,0.0,44.0,-44.0
Alan Rangel,SP,PHI,28.0,,,,,55.4860905,58.0,2.513909500000004,56.74304525,44.0,11.486090499999996
Tanner Houck,SP,BOS,30.0,SF,arb2,,0.0,44.33465,8.67184,-35.66281000000001,26.503245,43.5,0.8346500000000034
J.P. France,SP,HOU,31.0,,,,,36.474923,28.0,-8.474923000000004,32.2374615,42.5,-6.025076999999996
Ethan Pecko,SP,,,,,,,0.0,6.07112,0.0,0.0,42.5,-42.5
Mason Barnett,SP,ATH,25.0,,,,,95.165325,89.0,-6.165324999999996,92.0826625,42.0,53.165325
McCade Brown,SP,COL,25.0,,,,,151.559055,164.5,12.940945,158.0295275,42.0,109.559055
Dominic Hamel,SP/RP,NYY,27.0,,,,,47.42916000000001,16.0,-31.42916000000001,31.714580000000005,41.5,5.92916000000001
Brycen Mautz,SP,,,,,,,35.1547345,34.5,-0.6547345000000035,34.82736725,41.5,-6.3452654999999965
Luis Perales,SP,,,,,,,57.64108,77.0,19.35892,67.32054,41.5,16.141080000000002
Bobby Miller,SP/RP,LAD,27.0,ORl,pre_arb,1.0,1.0,43.99724500000001,56.0,12.002754999999992,49.9986225,41.0,2.9972450000000066
Gunnar Hoglund,SP,ATH,26.0,,,,,85.439675,86.5,1.060325000000006,85.9698375,41.0,44.439675
Gage Jump,SP,,,,,,,46.603059,67.5,20.896941,57.0515295,41.0,5.603059000000002
Ty Madden,SP,,,,,,,48.04648550000001,53.0,4.95351449999999,50.52324275000001,41.0,7.04648550000001
Didier Fuentes,SP,ATL,21.0,,,,,16.123119499999998,15.0,-1.1231194999999978,15.56155975,40.5,-24.3768805
Jonathan Pintaro,SP/RP,NYM,28.0,,,,,50.29342,90.0,39.70658,70.14671,40.5,9.793419999999998
Cole Irvin,SP,,,,,,,13.58264142,14.0,0.4173585800000001,13.79132071,40.0,-26.41735858
Brian Van Belle,SP/RP,TBR,29.0,,,,,0.0,6.45082,0.0,0.0,40.0,-40.0
Kendry Rojas,SP,,,,,,,82.61953,87.0,4.3804700000000025,84.809765,39.5,43.11953
Blade Tidwell,SP,SFG,25.0,,,,,70.50370000000001,72.0,1.4962999999999909,71.25185,39.0,31.50370000000001
Omar Cruz,SP/RP,SDP,27.0,,,,,0.0,4.48022,0.0,0.0,38.5,-38.5
Randy Dobnak,SP/RP,SEA,31.0,,,,,24.071155,18.5,-5.571154999999997,21.2855775,38.5,-14.428845000000004
Robinson Pina,SP,FA,27.0,,,,,0.0,6.61936,0.0,0.0,38.5,-38.5
Lazaro Estrada,SP/RP,TOR,27.0,,,,,41.64001,47.5,5.859989999999996,44.570005,38.5,3.140010000000004
Jarlin Susana,SP,,,WCS,aa,,0.0,0.0,7.14676,0.0,0.0,38.5,-38.5
Jairo Iriarte,SP/RP,,,,,,,22.50605,24.0,1.4939500000000017,23.253025,38.0,-15.493950000000002
Valente Bellozo,SP/RP,COL,26.0,,,,,0.0,25.0,0.0,0.0,38.0,-38.0
Tanner Gordon,SP,COL,28.0,,,,,225.35255,243.5,18.147449999999992,234.426275,38.0,187.35255
Chayce McDermott,SP/RP,BAL,27.0,,,,,28.8978265,41.0,12.1021735,34.948913250000004,37.5,-8.6021735
Connor Prielipp,SP,,,,,,,136.31518999999997,146.5,10.184810000000027,141.407595,37.0,99.31518999999996
Jesse Scholtens,SP,TBR,32.0,,,,,63.737247,89.5,25.762753000000004,76.6186235,37.0,26.737247
Mitch Bratt,SP,,,,,,,53.27415450000001,56.0,2.7258454999999917,54.63707725,37.0,16.27415450000001
Nick Frasso,SP/RP,,,,,,,0.0,4.15944,0.0,0.0,36.5,-36.5
Sem Robberse,SP,,,,,,,0.0,6.512639999999999,0.0,0.0,36.5,-36.5
Victor Mederos,SP,LAA,25.0,,,,,47.802815,45.5,-2.3028149999999954,46.6514075,36.0,11.802814999999995
Joey Estes,SP,ATH,24.0,,,,,55.896145,46.0,-9.896145000000004,50.9480725,35.5,20.396145000000004
Kohl Drake,SP,,,,,,,101.33559,96.0,-5.335589999999996,98.667795,35.0,66.33559
Brody Hopkins,SP,,,,,,,12.0727115,21.5,9.4272885,16.78635575,35.0,-22.927288500000003
Sawyer Gipson-Long,SP,DET,28.0,,,,,94.39217,72.5,-21.892169999999997,83.446085,35.0,59.39216999999999
Elmer Rodriguez,SP,,,,,,,20.142006,13.0,-7.142006000000002,16.571003,35.0,-14.857993999999998
Carlos Rodriguez,SP,MIL,24.0,,,,,79.04978499999999,101.0,21.95021500000001,90.02489249999999,35.0,44.04978499999999
Owen White,SP,FA,26.0,,,,,0.0,4.37092,0.0,0.0,34.5,-34.5
Joe Rock,SP/RP,TBR,25.0,,,,,70.07069000000001,84.0,13.929309999999989,77.035345,34.5,35.57069000000001
Ky Bush,SP,,,,,,,48.3035385,0.0,0.0,0.0,34.5,13.803538500000002
Carlos Lagrange,SP,,,,,,,0.0,8.53158,0.0,0.0,34.0,-34.0
Marco Raya,SP/RP,,,,,,,40.1663095,38.5,-1.666309500000004,39.333154750000006,33.5,6.666309500000004
Blas Castano,SP,SEA,27.0,,,,,22.208905,28.5,6.291095000000002,25.3544525,33.5,-11.291095000000002
Ben Hess,SP,,,,,,,0.0,9.3091,0.0,0.0,33.0,-33.0
Darren McCaughan,SP/RP,CIN,30.0,,,,,0.0,6.8208400000000005,0.0,0.0,32.5,-32.5
Yilber Diaz,SP/RP,ARI,25.0,,,,,53.805905,52.5,-1.3059050000000028,53.1529525,32.5,21.305905000000003
Andrew Alvarez,SP,WSN,27.0,,,,,221.80748,236.0,14.192520000000002,228.90374,31.5,190.30748
Ken Waldichuk,SP,,,,,,,40.77913,75.0,34.220870000000005,57.889565,31.5,9.279129999999997
Blake Walston,SP,,,,,,,24.995882,23.5,-1.4958819999999982,24.247941,31.0,-6.004118000000002
Marco Gonzales,SP,,,,,,,38.194173,33.5,-4.694172999999999,35.8470865,31.0,7.194172999999999
Cristian Mena,SP,ARI,23.0,,,,,73.79322649999999,73.5,-0.2932264999999887,73.64661325,31.0,42.79322649999999
Bradley Blalock,SP,MIA,25.0,,,,,29.500116,23.0,-6.500115999999999,26.250058,30.0,-0.4998840000000015
Jake Bloss,SP,,,,,,,29.7837725,27.0,-2.7837724999999978,28.39188625,29.0,0.7837724999999978
Lucas Braun,SP,,,,,,,0.0,8.59932,0.0,0.0,29.0,-29.0
Jhonathan Diaz,SP,SEA,29.0,,,,,18.245337,0.0,0.0,0.0,28.0,-9.754663
Ricky Tiedemann,SP,,,WCS,aa,,0.0,88.181915,93.5,5.318084999999996,90.8409575,28.0,60.181915
Jackson Jobe,SP,DET,23.0,DET,pre_arb,2.0,1.0,11.8724835,7.89546,-3.9770235,9.88397175,27.5,-15.6275165
Carson Spiers,SP,CIN,28.0,,,,,11.463245000000002,5.88122,-5.5820250000000025,8.672232500000002,26.0,-14.536754999999998
JR Ritchie,SP,,,,,,,21.7093665,24.5,2.790633500000002,23.10468325,26.0,-4.290633500000002
Carson Palmquist,SP,COL,25.0,,,,,48.99152,55.0,6.008479999999999,51.99576,18.0,30.99152
Tommy Henry,SP,ARI,28.0,,,,,0.0,6.874079999999999,0.0,0.0,11.5,-11.5
Nathan Wiles,SP,FA,27.0,,,,,0.0,6.12934,0.0,0.0,9.5,-9.5
Casey Kelly,SP,FA,36.0,,,,,0.0,3.7872,0.0,0.0,8.0,-8.0
Yordanny Monegro,SP,,,,,,,0.0,7.286580000000001,0.0,0.0,0.0,0.0
Luis Ortiz,SP,CLE,27.0,MJ,aaa_opt,1.0,0.0,0.0,8.35794,0.0,0.0,0.0,0.0
Kyson Witherspoon,SP,,,,,,,,,,,,
Marcus Phillips,SP,,,,,,,,,,,,
Ariel Jurado,SP,,,,,,,,,,,,
Patrick Forbes,SP,,,,,,,,,,,,
Riley Quick,SP,,,,,,,,,,,,
Zach Root,SP,,,,,,,,,,,,
Gage Wood,SP,,,,,,,0.0,3.5,0.0,0.0,0.0,0.0
Kruz Schoolcraft,SP,,,,,,,0.0,1.9,0.0,0.0,0.0,0.0
Kyle Brnovich,SP,,,,,,,0.0,5.3165,0.0,0.0,0.0,0.0
Alejandro Hidalgo,SP,,,,,,,0.0,5.20726,0.0,0.0,0.0,0.0
Darius Vines,SP,,,,,,,0.0,6.5321,0.0,0.0,0.0,0.0
Drue Hackenberg,SP,,,,,,,0.0,6.28436,0.0,0.0,0.0,0.0
Josh Rogers,SP,,,,,,,0.0,3.00848,0.0,0.0,0.0,0.0
Humberto Castellanos,SP,,,,,,,0.0,6.632479999999999,0.0,0.0,0.0,0.0
Domingo German,SP,,,,,,,0.0,6.83508,0.0,0.0,0.0,0.0
Dylan File,SP,,,,,,,0.0,5.57596,0.0,0.0,0.0,0.0
Christian McGowan,SP,,,,,,,0.0,4.7498,0.0,0.0,0.0,0.0
Brandon Barriera,SP,,,,,,,0.0,1.99668,0.0,0.0,0.0,0.0
Jacob Steinmetz,SP,,,,,,,0.0,4.035299999999999,0.0,0.0,0.0,0.0
Asa Lacy,SP,,,SF,cut,4.0,1.21,,,,,,
Victor Lizarraga,SP,,,,,,,0.0,6.16606,0.0,0.0,0.0,0.0
Mason Albright,SP,,,,,,,0.0,4.21124,0.0,0.0,0.0,0.0
Anthony Solometo,SP,,,,,,,0.0,4.38012,0.0,0.0,0.0,0.0
Alex Santos II,SP,,,,,,,0.0,5.03778,0.0,0.0,0.0,0.0
Peter Heubeck,SP,,,,,,,0.0,6.2139,0.0,0.0,0.0,0.0
Brock Selvidge,SP,,,,,,,0.0,6.143319999999999,0.0,0.0,0.0,0.0
Jack O'Loughlin,SP/RP,,,,,,,0.0,3.45122,0.0,0.0,0.0,0.0
Sixto Sanchez,SP,,,,,,,0.0,3.77652,0.0,0.0,0.0,0.0
Daulton Jefferies,SP,,,,,,,0.0,5.78222,0.0,0.0,0.0,0.0
Chandler Champlain,SP,,,,,,,0.0,5.657640000000001,0.0,0.0,0.0,0.0
Isaac Coffey,SP,,,,,,,0.0,7.258179999999999,0.0,0.0,0.0,0.0
Charlee Soto,SP,,,,,,,0.0,5.38876,0.0,0.0,0.0,0.0
Noble Meyer,SP,,,RW,aa,,0.0,0.0,5.58362,0.0,0.0,0.0,0.0
Jeter Martinez,SP,,,,,,,0.0,3.87052,0.0,0.0,0.0,0.0
Josh Knoth,SP,,,,,,,0.0,6.00952,0.0,0.0,0.0,0.0
Ty Floyd,SP,,,,,,,0.0,4.8,0.0,0.0,0.0,0.0
Justin Armbruester,SP,,,,,,,0.0,6.2988800000000005,0.0,0.0,0.0,0.0
Dinelson Lamet,SP,,,,,,,0.0,4.9913,0.0,0.0,0.0,0.0
Lachlan Wells,SP,,,,,,,0.0,7.95294,0.0,0.0,0.0,0.0
Anderson Espinoza,SP,,,,,,,,,,,,
Humberto Mejia,SP,,,,,,,,,,,,
Humberto Cruz,SP,,,,,,,0.0,3.2554800000000004,0.0,0.0,0.0,0.0
Thaddeus Ward,SP/RP,,,,,,,0.0,5.43056,0.0,0.0,0.0,0.0
Cam Caminiti,SP,,,,,,,0.0,6.10862,0.0,0.0,0.0,0.0
Bo Takahashi,SP,,,,,,,,,,,,
Hyun-Seok Jang,SP,,,,,,,0.0,4.4177,0.0,0.0,0.0,0.0
Brody Brecht,SP,,,DET,aa,,0.0,0.0,4.53,0.0,0.0,0.0,0.0
Levi Sterling,SP,,,,,,,0.0,3.05,0.0,0.0,0.0,0.0
Kash Mayfield,SP,,,,,,,0.0,5.33684,0.0,0.0,0.0,0.0
Brandon Leibrandt,SP,,,,,,,0.0,7.4003,0.0,0.0,0.0,0.0
Blair Henley,SP,,,,,,,0.0,5.62012,0.0,0.0,0.0,0.0
Alex Wood,SP,,,,,,,0.0,5.7936,0.0,0.0,0.0,0.0
Johnny Cueto,SP,,,,,,,0.0,6.6075,0.0,0.0,0.0,0.0
Julio Teheran,SP,,,,,,,0.0,6.13978,0.0,0.0,0.0,0.0
John Means,SP,,,,,,,0.0,6.36652,0.0,0.0,0.0,0.0
James Paxton,SP,,,,,,,0.0,6.9512,0.0,0.0,0.0,0.0
Dakota Hudson,SP,,,,,,,0.0,5.52684,0.0,0.0,0.0,0.0
David Buchanan,SP,,,,,,,0.0,5.95964,0.0,0.0,0.0,0.0
Deivi Garcia,SP,,,,,,,0.0,3.65268,0.0,0.0,0.0,0.0
Aaron Brooks,SP,,,,,,,0.0,5.6401,0.0,0.0,0.0,0.0
Jimmy Endersby,SP,,,,,,,0.0,5.07326,0.0,0.0,0.0,0.0
Ty Blach,SP,,,,,,,0.0,4.79898,0.0,0.0,0.0,0.0
Rich Hill,SP,FA,46.0,,,,,0.0,5.44708,0.0,0.0,0.0,0.0
Brandon Birdsell,SP,,,,,,,0.0,6.833539999999999,0.0,0.0,0.0,0.0
Lance Lynn,SP,,,,,,,0.0,8.71658,0.0,0.0,0.0,0.0
Ross Stripling,SP,,,,,,,0.0,5.23018,0.0,0.0,0.0,0.0
Hyun-il Choi,SP/RP,,,,,,,0.0,4.30762,0.0,0.0,0.0,0.0
Kyle Tyler,SP/RP,,,,,,,0.0,5.78458,0.0,0.0,0.0,0.0
Luis F. Castillo,SP,FA,31.0,,,,,0.0,4.825,0.0,0.0,0.0,0.0
Jonathan Bermudez,SP,,,,,,,0.0,5.2522,0.0,0.0,0.0,0.0
Matt Thompson,SP,,,,,,,,,,,,
Zach Plesac,SP,,,,,,,0.0,4.75822,0.0,0.0,0.0,0.0
Adam Oller,SP,,,,,,,0.0,5.71168,0.0,0.0,0.0,0.0
Kenny Rosenberg,SP,,,,,,,0.0,7.16452,0.0,0.0,0.0,0.0
Miguel Yajure,SP,,,,,,,,,,,,
Yonny Chirinos,SP,,,,,,,0.0,6.032920000000001,0.0,0.0,0.0,0.0
Aaron Wilkerson,SP,,,,,,,0.0,7.0231,0.0,0.0,0.0,0.0
Paolo Espino,SP,,,,,,,0.0,4.93544,0.0,0.0,0.0,0.0
Hyun Jin Ryu,SP,,,,,,,,,,,,
Braylon Doughty,SP,,,,,,,0.0,6.23636,0.0,0.0,0.0,0.0
Dallas Keuchel,SP,,,,,,,0.0,5.809799999999999,0.0,0.0,0.0,0.0
Nate Payne,SP,,,,,,,0.0,5.01764,0.0,0.0,0.0,0.0
Jose Olivares,SP,,,,,,,0.0,5.88838,0.0,0.0,0.0,0.0
Bryce Mayer,SP,,,,,,,0.0,7.09754,0.0,0.0,0.0,0.0
Gerelmi Maldonado,SP,,,,,,,0.0,3.08392,0.0,0.0,0.0,0.0
Adam Serwinowski,SP,,,,,,,0.0,7.145099999999999,0.0,0.0,0.0,0.0
Tylor Megill,SP,NYM,30.0,SZ,contract,2.0,1.5,0.0,9.2585,0.0,0.0,0.0,0.0
Karson Milbrandt,SP,,,,,,,0.0,6.374079999999999,0.0,0.0,0.0,0.0
Ryan Sloan,SP,,,,,,,0.0,6.24286,0.0,0.0,0.0,0.0
Jackson Ferris,SP,,,,,,,0.0,8.28118,0.0,0.0,0.0,0.0
Tucker Davidson,SP,,,,,,,12.370121,12.5,0.1298790000000007,12.4350605,0.0,12.370121
Gerson Garabito,SP,MIL,30.0,,,,,0.0,4.69614,0.0,0.0,0.0,0.0
Logan Gillaspie,SP/RP,SDP,29.0,,,,,0.0,3.70772,0.0,0.0,0.0,0.0
T.J. Sikkema,SP/RP,,,,,,,0.0,4.34056,0.0,0.0,0.0,0.0
Owen Murphy,SP,,,,,,,0.0,8.32076,0.0,0.0,0.0,0.0
Brendan Beck,SP,,,,,,,31.681410500000005,34.0,2.3185894999999945,32.84070525,0.0,31.681410500000005
Michael Morales,SP,,,,,,,0.0,6.34362,0.0,0.0,0.0,0.0
Tommy Mace,SP/RP,,,,,,,0.0,4.429180000000001,0.0,0.0,0.0,0.0
Shane Panzini,SP/RP,,,,,,,0.0,5.1113800000000005,0.0,0.0,0.0,0.0
Ryan Cusick,SP/RP,,,,,,,0.0,4.21254,0.0,0.0,0.0,0.0
Nick Nastrini,SP/RP,,,,,,,0.0,5.36458,0.0,0.0,0.0,0.0
Frankie Montas,SP,FA,33.0,YB,pre_arb,1.0,1.0,0.0,7.799759999999999,0.0,0.0,0.0,0.0
Connor Gillispie,SP,FA,28.0,,,,,0.0,5.1570800000000006,0.0,0.0,0.0,0.0
Garrett Stallings,SP/RP,,,,,,,0.0,4.49238,0.0,0.0,0.0,0.0
Henry Lalane,SP,,,,,,,0.0,4.63474,0.0,0.0,0.0,0.0
Ian Anderson,SP,FA,28.0,DET,contract,1.0,1.0,0.0,4.58452,0.0,0.0,0.0,0.0
Xzavion Curry,SP/RP,FA,27.0,,,,,0.0,3.61522,0.0,0.0,0.0,0.0
Kyle Gibson,SP,FA,38.0,,,,,0.0,8.0232,0.0,0.0,0.0,0.0
Kenta Maeda,SP,FA,38.0,,,,,0.0,6.62256,0.0,0.0,0.0,0.0
Clayton Kershaw,SP,FA,38.0,SZ,aaa_opt,1.0,0.0,0.0,8.14846,0.0,0.0,0.0,0.0
